Date,Close,Actual_Price,Actual_Change,Predicted_Change,Predicted_Price,Predicted_Change_Pct,Price_Error,Abs_Price_Error,Confidence,Direction_Correct,Signal,Confidence_Score,YearMonth,MA50,Above_MA50,Cash,Shares_Held,Portfolio_Value,Daily_Return,Trade_Filter,Cumulative_Return
2025-01-24,602.6727294921875,602.6727294921875,3.27154541015625,4.324831360440032,598.3478981317475,0.7176086039406724,-4.324831360440044,4.324831360440044,0.839559553870787,1,BUY,0.839559553870787,2025-01,,False,100195.17559656121,0.0,100195.17559656121,15.02702228614362,Low_Conf(0.84),0.1951755965612101
2025-01-27,600.913330078125,600.913330078125,-1.7593994140625,7.045898714513094,593.8674313636119,1.1725316051146768,-7.0458987145131005,7.0458987145131005,0.7386147484320154,0,BUY,0.7386147484320154,2025-01,,False,100210.2048729007,0.0,100210.2048729007,15.029276339482749,Low_Conf(0.74),0.21020487290069287
2025-01-28,592.4132080078125,592.4132080078125,-8.5001220703125,10.665885641816004,581.7473223659965,1.8004132078154724,-10.665885641815976,10.665885641815976,0.6043222710626093,0,HOLD,0.6043222710626093,2025-01,,False,100225.23640363163,0.0,100225.23640363163,15.031530730935629,ACCEPTED,0.22523640363162847
2025-01-29,597.50341796875,597.50341796875,5.0902099609375,7.44251669378681,590.0609012749632,1.245602363094107,-7.442516693786843,7.442516693786843,0.7239012115945763,1,BUY,0.7239012115945763,2025-01,,False,100240.27018909217,0.0,100240.27018909217,15.033785460545914,Low_Conf(0.72),0.2402701890921744
2025-01-30,594.8248291015625,594.8248291015625,-2.6785888671875,10.083986342899022,584.7408427586635,1.6952867213243457,-10.083986342899038,10.083986342899038,0.6259092822867904,0,HOLD,0.6259092822867904,2025-01,,False,100255.30622962053,0.0,100255.30622962053,15.036040528357262,ACCEPTED,0.2553062296205317
2025-01-31,598.0173950195312,598.0173950195312,3.19256591796875,8.22449033138778,589.7929046881435,1.3752928259083783,-8.224490331387756,8.224490331387756,0.694891941909386,1,BUY,0.694891941909386,2025-01,,False,100270.34452555497,0.0,100270.34452555497,15.03829593444243,Low_Conf(0.69),0.2703445255549741
2025-02-03,594.8347778320312,594.8347778320312,-3.1826171875,11.402692402433694,583.4320854295976,1.916951198447508,-11.402692402433672,11.402692402433672,0.5769885797501935,0,HOLD,0.5769885797501935,2025-02,,False,100285.3850772338,0.0,100285.3850772338,15.040551678830525,ACCEPTED,0.28538507723380463
2025-02-04,590.831787109375,590.831787109375,-4.00299072265625,11.359632557242085,579.4721545521329,1.922650880518584,-11.359632557242094,11.359632557242094,0.5785859925038987,0,HOLD,0.5785859925038987,2025-02,,False,100300.42788499538,0.0,100300.42788499538,15.042807761579752,ACCEPTED,0.30042788499538436
2025-02-05,594.7952270507812,594.7952270507812,3.96343994140625,7.944605228318004,586.8506218224633,1.3356874546069155,-7.944605228317982,7.944605228317982,0.7052749804741234,1,BUY,0.7052749804741234,2025-02,,False,100315.47294917813,0.0,100315.47294917813,15.04506418274832,Low_Conf(0.71),0.3154729491781327
2025-02-06,597.2069091796875,597.2069091796875,2.41168212890625,6.753806265725469,590.4531029139621,1.1308988831027382,-6.753806265725416,6.753806265725416,0.7494506490461151,1,BUY,0.7494506490461151,2025-02,,False,100330.52027012051,0.0,100330.52027012051,15.047320942379883,Low_Conf(0.75),0.3305202701205126
2025-02-07,599.2825317382812,599.2825317382812,2.07562255859375,8.385812490140113,590.8967192481412,1.399308680968256,-8.385812490140097,8.385812490140097,0.6889072925754245,1,HOLD,0.6889072925754245,2025-02,,False,100345.56984816103,0.0,100345.56984816103,15.0495780405181,ACCEPTED,0.3455698481610307
2025-02-10,593.7969970703125,593.7969970703125,-5.48553466796875,13.924150807265452,579.872846263047,2.344934527450409,-13.924150807265503,13.924150807265503,0.4834487679859929,0,HOLD,0.4834487679859929,2025-02,,False,100360.62168363825,0.0,100360.62168363825,15.051835477221175,ACCEPTED,0.36062168363825187
2025-02-11,597.82958984375,597.82958984375,4.0325927734375,8.4383257959262,589.3912640478238,1.4114934990306618,-8.438325795926175,8.438325795926175,0.6869591800351054,1,HOLD,0.6869591800351054,2025-02,,False,100375.6757768908,0.0,100375.6757768908,15.054093252547318,ACCEPTED,0.3756757768907992
2025-02-12,598.2843017578125,598.2843017578125,0.4547119140625,10.016334893768494,588.267966864044,1.6741764516200093,-10.016334893768544,10.016334893768544,0.6284189821514066,1,HOLD,0.6284189821514066,2025-02,,False,100390.73212825734,0.0,100390.73212825734,15.056351366540184,ACCEPTED,0.3907321282573394
2025-02-13,596.3568725585938,596.3568725585938,-1.92742919921875,14.03009049486345,582.3267820637303,2.352633320828369,-14.03009049486343,14.03009049486343,0.479518670064378,0,HOLD,0.479518670064378,2025-02,,False,100405.79073807658,0.0,100405.79073807658,15.05860981924343,ACCEPTED,0.40579073807658284
2025-02-14,602.6529541015625,602.6529541015625,6.29608154296875,11.059307230119945,591.5936468714425,1.8351037947880309,-11.059307230119998,11.059307230119998,0.5897273123500599,1,HOLD,0.5897273123500599,2025-02,,False,100420.8516066873,0.0,100420.8516066873,15.06086861071526,ACCEPTED,0.420851606687298
2025-02-18,602.6232299804688,602.6232299804688,-0.02972412109375,6.933548245281142,595.6896817351876,1.150561063752199,-6.933548245281145,6.933548245281145,0.7427826703471412,0,BUY,0.7427826703471412,2025-02,,False,100435.9147344283,0.0,100435.9147344283,15.063127740999334,Low_Conf(0.74),0.43591473442829737
2025-02-19,604.3925170898438,604.3925170898438,1.769287109375,7.328311603147122,597.0642054866967,1.2125086588485603,-7.328311603147085,7.328311603147085,0.728137935333697,1,BUY,0.728137935333697,2025-02,,False,100450.98012163847,0.0,100450.98012163847,15.06538721016841,Low_Conf(0.73),0.45098012163846574
2025-02-20,605.8157958984375,605.8157958984375,1.42327880859375,8.344967257424948,597.4708286410125,1.3774760106822876,-8.344967257424969,8.344967257424969,0.6904225487352391,1,BUY,0.6904225487352391,2025-02,,False,100466.04776865672,0.0,100466.04776865672,15.067647018251591,Low_Conf(0.69),0.4660477686567173
2025-02-21,603.29541015625,603.29541015625,-2.5203857421875,10.965802648581477,592.3296075076685,1.8176506010117657,-10.96580264858153,10.96580264858153,0.5931960988822661,0,HOLD,0.5931960988822661,2025-02,,False,100481.11767582201,0.0,100481.11767582201,15.069907165292534,ACCEPTED,0.4811176758220099
2025-02-24,592.9766235351562,592.9766235351562,-10.31878662109375,16.282083370559555,576.6945401645967,2.745822132665273,-16.282083370559576,16.282083370559576,0.3959753566853943,0,SELL,0.3959753566853943,2025-02,,False,100496.18984347339,0.0,100496.18984347339,15.07216765137855,ACCEPTED,0.49618984347338846
2025-02-25,590.2781982421875,590.2781982421875,-2.69842529296875,16.656979285428548,573.621218956759,2.821886245338557,-16.65697928542852,16.65697928542852,0.3820676542062223,0,SELL,0.3820676542062223,2025-02,,False,100511.26427194991,0.0,100511.26427194991,15.07442847652419,ACCEPTED,0.5112642719499126
2025-02-26,587.3427734375,587.3427734375,-2.9354248046875,20.25985670424648,567.0829167332536,3.4494093773680117,-20.25985670424643,20.25985670424643,0.2484098968861315,0,SELL,0.2484098968861315,2025-02,,False,100526.3409615907,0.0,100526.3409615907,15.076689640787663,ACCEPTED,0.5263409615907003
2025-02-27,587.63916015625,587.63916015625,0.29638671875,18.976438678871013,568.662721477379,3.229267204354673,-18.976438678870977,18.976438678870977,0.2960215014552771,1,SELL,0.2960215014552771,2025-02,,False,100541.41991273494,0.0,100541.41991273494,15.078951144241728,ACCEPTED,0.541419912734942
2025-02-28,578.2593994140625,578.2593994140625,-9.3797607421875,27.254278897404916,551.0051205166576,4.713157957314844,-27.2542788974049,27.2542788974049,0.0,0,SELL,0.0,2025-02,,False,100556.50112572186,0.0,100556.50112572186,15.081212986915489,ACCEPTED,0.5565011257218575
2025-03-03,587.283447265625,587.283447265625,9.0240478515625,18.497876213399888,568.7855710522251,3.14973566844519,-18.497876213399877,18.497876213399877,0.3137749741486187,1,BUY,0.3137749741486187,2025-03,,False,100571.58460089071,0.0,100571.58460089071,15.083475168852601,Low_Conf(0.31),0.5715846008907102
2025-03-04,576.9942626953125,576.9942626953125,-10.2891845703125,26.259988784485543,550.7342739108269,4.551169826510456,-26.259988784485586,26.259988784485586,0.0258199765961937,0,HOLD,0.0258199765961937,2025-03,,False,100586.67033858085,0.0,100586.67033858085,15.085737690140377,ACCEPTED,0.5866703385808505
2025-03-05,570.1644897460938,570.1644897460938,-6.82977294921875,29.09603968082812,541.0684500652657,5.103095721339153,-29.096039680828085,29.096039680828085,0.0,0,SELL,0.0,2025-03,,False,100601.75833913164,0.0,100601.75833913164,15.088000550793367,ACCEPTED,0.6017583391316439
2025-03-06,576.29248046875,576.29248046875,6.12799072265625,24.554144842207112,551.7383356265428,4.260708871688737,-24.554144842207165,24.554144842207165,0.0891025280569096,1,HOLD,0.0891025280569096,2025-03,,False,100616.84860288251,0.0,100616.84860288251,15.09026375086978,ACCEPTED,0.6168486028825136
2025-03-07,566.0626220703125,566.0626220703125,-10.2298583984375,30.117736367684728,535.9448857026277,5.320566169434113,-30.117736367684756,30.117736367684756,0.0,0,SELL,0.0,2025-03,,False,100631.94113017294,0.0,100631.94113017294,15.092527290427824,ACCEPTED,0.6319411301729414
2025-03-10,569.2353515625,569.2353515625,3.1727294921875,27.83449455249608,541.400857010004,4.889804274469759,-27.83449455249604,27.83449455249604,0.0,1,HOLD,0.0,2025-03,,False,100647.03592134247,0.0,100647.03592134247,15.094791169525706,ACCEPTED,0.6470359213424672
2025-03-11,554.073486328125,554.073486328125,-15.161865234375,30.595429529389214,523.4780567987358,5.5219082458081115,-30.595429529389207,30.595429529389207,0.0,0,SELL,0.0,2025-03,,False,100662.13297673067,0.0,100662.13297673067,15.097055388207082,ACCEPTED,0.6621329767306743
2025-03-12,549.4674682617188,549.4674682617188,-4.60601806640625,30.26907937264765,519.1983888890711,5.508802817463631,-30.26907937264764,30.26907937264764,0.0,0,SELL,0.0,2025-03,,False,100677.23229667719,0.0,100677.23229667719,15.099319946515607,ACCEPTED,0.6772322966771899
2025-03-13,552.38330078125,552.38330078125,2.91583251953125,28.05678260590027,524.3265181753497,5.079223533046498,-28.056782605900253,28.056782605900253,0.0,1,SELL,0.0,2025-03,,False,100692.33388152168,0.0,100692.33388152168,15.101584844494937,ACCEPTED,0.6923338815216848
2025-03-14,545.019775390625,545.019775390625,-7.363525390625,29.46924582704068,515.5505295635843,5.407004875358801,-29.46924582704071,29.46924582704071,0.0,0,SELL,0.0,2025-03,,False,100707.43773160392,0.0,100707.43773160392,15.103850082232384,ACCEPTED,0.7074377316039172
2025-03-17,556.2775268554688,556.2775268554688,11.25775146484375,24.070995929754172,532.2065309257146,4.327155919064885,-24.07099592975419,24.07099592975419,0.1070261464827879,1,HOLD,0.1070261464827879,2025-03,,False,100722.54384726366,0.0,100722.54384726366,15.1061156597425,ACCEPTED,0.7225438472636597
2025-03-18,560.5671997070312,560.5671997070312,4.2896728515625,24.5111271874165,536.0560725196148,4.3725582232115485,-24.51112718741649,24.51112718741649,0.0906983756520737,1,HOLD,0.0906983756520737,2025-03,,False,100737.65222884074,0.0,100737.65222884074,15.108381577083492,ACCEPTED,0.7376522288407431
2025-03-19,554.50830078125,554.50830078125,-6.05889892578125,27.54129996633906,526.967000814911,4.966796696737625,-27.54129996633901,27.54129996633901,0.0,0,HOLD,0.0,2025-03,584.8347912597657,False,100752.76287667507,0.0,100752.76287667507,15.11064783432812,ACCEPTED,0.7527628766750714
2025-03-20,560.54736328125,560.54736328125,6.0390625,22.76845846273772,537.7789048185123,4.061825985490156,-22.76845846273773,22.76845846273773,0.1553470346033535,1,HOLD,0.1553470346033535,2025-03,584.3441528320312,False,100767.87579110658,0.0,100767.87579110658,15.112914431505487,ACCEPTED,0.7678757911065768
2025-03-21,558.9264526367188,558.9264526367188,-1.62091064453125,20.490647362007195,538.4358052747116,3.6660722113514543,-20.490647362007167,20.490647362007167,0.2398481396735176,0,HOLD,0.2398481396735176,2025-03,583.7536865234375,False,100782.99097247524,0.0,100782.99097247524,15.11518136865925,ACCEPTED,0.782990972475236
2025-03-24,559.1107788085938,559.1107788085938,0.184326171875,20.756210925916733,538.354567882677,3.7123610763051342,-20.756210925916776,20.756210925916776,0.2299963944565697,1,HOLD,0.2299963944565697,2025-03,583.2999438476562,False,100798.10842112111,0.0,100798.10842112111,15.11744864587672,ACCEPTED,0.7981084211211128
2025-03-25,569.1236572265625,569.1236572265625,10.01287841796875,16.50249818757562,552.6211590389869,2.899633142645156,-16.50249818757561,16.50249818757561,0.3877985172601587,1,BUY,0.3877985172601587,2025-03,583.0294592285156,False,100813.22813738429,0.0,100813.22813738429,15.11971626317245,Low_Conf(0.39),0.8132281373842852
2025-03-26,570.4917602539062,570.4917602539062,1.36810302734375,14.942067936236809,555.5496923176695,2.6191557840531487,-14.942067936236754,14.942067936236754,0.4456865838257999,1,BUY,0.4456865838257999,2025-03,582.964248046875,False,100828.35012160489,0.0,100828.35012160489,15.121984220604645,Low_Conf(0.45),0.8283501216048897
2025-03-27,563.6810913085938,563.6810913085938,-6.8106689453125,19.313234903491473,544.3678564051023,3.4262697829113833,-19.31323490349143,19.31323490349143,0.2835272023649092,0,BUY,0.2835272023649092,2025-03,582.7450317382812,False,100843.47437412314,0.0,100843.47437412314,15.124252518246067,Low_Conf(0.28),0.8434743741231359
2025-03-28,562.18408203125,562.18408203125,-1.49700927734375,18.387231918426387,543.7968501128236,3.2706781472699715,-18.387231918426437,18.387231918426437,0.3178796012583761,0,BUY,0.3178796012583761,2025-03,582.4800622558594,False,100858.60089527925,0.0,100858.60089527925,15.126521156111266,Low_Conf(0.32),0.8586008952792472
2025-03-31,550.8626708984375,550.8626708984375,-11.3214111328125,20.14390680922999,530.7187640892075,3.656792858440742,-20.143906809229975,20.143906809229975,0.2527113485115616,0,BUY,0.2527113485115616,2025-03,581.7793212890625,False,100873.72968541353,0.0,100873.72968541353,15.128790134287556,Low_Conf(0.25),0.8737296854135348
2025-04-01,554.5604248046875,554.5604248046875,3.69775390625,18.29993443984568,536.2604903648419,3.299899095087933,-18.29993443984563,18.29993443984563,0.3211181197674619,1,BUY,0.3211181197674619,2025-04,581.1750720214844,False,100888.86074486635,0.0,100888.86074486635,15.13105945281859,Low_Conf(0.32),0.8888607448663534
2025-04-02,556.1268310546875,556.1268310546875,1.56640625,19.243418012356265,536.8834130423312,3.460257074067325,-19.2434180123563,19.2434180123563,0.2861172347216705,1,HOLD,0.2861172347216705,2025-04,580.4847277832031,False,100903.99407397809,0.0,100903.99407397809,15.133329111733474,ACCEPTED,0.9039940739780868
2025-04-03,559.6461791992188,559.6461791992188,3.51934814453125,17.496984836421785,542.149194362797,3.1264369322520356,-17.496984836421802,17.496984836421802,0.3509055454162358,1,BUY,0.3509055454162358,2025-04,579.7566430664062,False,100919.12967308918,0.0,100919.12967308918,15.135599111090414,Low_Conf(0.35),0.9191296730891773
2025-04-04,532.0663452148438,532.0663452148438,-27.579833984375,29.271871530064615,502.7944736847791,5.5015453981109985,-29.27187153006463,29.27187153006463,0.0,0,SELL,0.0,2025-04,578.4099462890625,False,100934.26754254014,0.0,100934.26754254014,15.137869450962171,ACCEPTED,0.9342675425401394
2025-04-07,500.9176330566406,500.9176330566406,-31.148712158203125,29.330609126081782,471.58702393055887,5.855375652700423,-29.33060912608175,29.33060912608175,0.0,0,SELL,0.0,2025-04,576.3748443603515,False,100949.40768267152,0.0,100949.40768267152,15.140140131377848,ACCEPTED,0.9494076826715172
2025-04-08,500.0254211425781,500.0254211425781,-0.8922119140625,28.30468768826046,471.72073345431767,5.66064973728398,-28.304687688260454,28.304687688260454,0.0,0,SELL,0.0,2025-04,574.3570861816406,False,100964.55009382391,0.0,100964.55009382391,15.142411152395653,ACCEPTED,0.9645500938239129
2025-04-09,492.193603515625,492.193603515625,-7.831817626953125,28.76679982395049,463.42680369167454,5.844610661023609,-28.766799823950464,28.766799823950464,0.0,0,SELL,0.0,2025-04,572.3526940917968,False,100979.69477633799,0.0,100979.69477633799,15.144682514073793,ACCEPTED,0.9796947763379866
2025-04-10,543.8834838867188,543.8834838867188,51.68988037109375,22.53129143357549,521.3521924531433,4.142668807032271,-22.53129143357546,22.53129143357546,0.1641453392757609,1,HOLD,0.1641453392757609,2025-04,571.2802954101562,False,100994.84173055444,0.0,100994.84173055444,15.146954216455924,ACCEPTED,0.9948417305544426
2025-04-11,520.051025390625,520.051025390625,-23.83245849609375,24.84653548086197,495.204489909763,4.777711083676652,-24.846535480861977,24.846535480861977,0.0782555653431983,0,SELL,0.0782555653431983,2025-04,569.7848193359375,False,101009.99095681403,0.0,101009.99095681403,15.149226259585703,ACCEPTED,1.0099909568140284
2025-04-14,529.3302001953125,529.3302001953125,9.2791748046875,22.693674705960422,506.6365254893521,4.287243519751358,-22.693674705960404,22.693674705960404,0.1581213252751986,1,HOLD,0.1581213252751986,2025-04,568.4110754394532,False,101025.14245545755,0.0,101025.14245545755,15.151498643521336,ACCEPTED,1.0251424554575497
2025-04-15,534.4654541015625,534.4654541015625,5.13525390625,24.043011708954054,510.4224423926085,4.498515577469905,-24.043011708954054,24.043011708954054,0.108064291209267,1,HOLD,0.108064291209267,2025-04,567.2036889648438,False,101040.29622682587,0.0,101040.29622682587,15.153771368321031,ACCEPTED,1.0402962268258706
2025-04-16,532.9684448242188,532.9684448242188,-1.49700927734375,24.2702130691562,508.6982317550626,4.553780492044119,-24.27021306915617,24.27021306915617,0.0996356879750631,0,HOLD,0.0996356879750631,2025-04,566.0464221191406,False,101055.4522712599,0.0,101055.4522712599,15.156044434028445,ACCEPTED,1.0554522712598993
2025-04-17,521.1216430664062,521.1216430664062,-11.8468017578125,25.422609320185064,495.6990337462212,4.878440505865821,-25.42260932018507,25.42260932018507,0.0568846641261476,0,SELL,0.0568846641261476,2025-04,564.5729504394532,False,101070.61058910059,0.0,101070.61058910059,15.158317840687232,ACCEPTED,1.0706105891005864
2025-04-21,521.8651733398438,521.8651733398438,0.7435302734375,22.8064884608083,499.05868487903547,4.370187861905183,-22.80648846080828,22.80648846080828,0.1539362166203577,1,HOLD,0.1539362166203577,2025-04,563.0661157226563,False,101085.77118068896,0.0,101085.77118068896,15.160591588370153,ACCEPTED,1.0857711806889565
2025-04-22,509.4433898925781,509.4433898925781,-12.421783447265623,21.24615355587273,488.1972363367054,4.170464074595751,-21.246153555872752,21.246153555872752,0.2118207460724767,0,HOLD,0.2118207460724767,2025-04,561.2693328857422,False,101100.93404636606,0.0,101100.93404636606,15.16286567710631,ACCEPTED,1.1009340463660628
2025-04-23,522.6979370117188,522.6979370117188,13.254547119140623,18.88193013123032,503.8160068804884,3.612398059035575,-18.88193013123032,18.88193013123032,0.2995275326233799,1,HOLD,0.2995275326233799,2025-04,559.8473516845703,False,101116.09918647302,0.0,101116.09918647302,15.165140106953913,ACCEPTED,1.1160991864730168
2025-04-24,530.79736328125,530.79736328125,8.09942626953125,19.93429428606848,510.8630689951815,3.7555375488001497,-19.934294286068507,19.934294286068507,0.2604874498037225,1,HOLD,0.2604874498037225,2025-04,558.5067071533203,False,101131.26660135099,0.0,101131.26660135099,15.167414877971169,ACCEPTED,1.131266601350988
2025-04-25,541.9700927734375,541.9700927734375,11.1727294921875,16.470650014955737,525.4994427584818,3.039033008384292,-16.47065001495571,16.47065001495571,0.3889800049524365,1,BUY,0.3889800049524365,2025-04,557.3804229736328,False,101146.43629134119,0.0,101146.43629134119,15.169689990201732,Low_Conf(0.39),1.1464362913411896
2025-04-28,545.8860473632812,545.8860473632812,3.91595458984375,13.003617155818564,532.8824302074627,2.38211202111286,-13.003617155818574,13.003617155818574,0.5175982682569287,1,BUY,0.5175982682569287,2025-04,556.3710064697266,False,101161.6082567849,0.0,101161.6082567849,15.171965443703812,Low_Conf(0.52),1.1616082567848935
2025-04-29,546.0941772460938,546.0941772460938,0.2081298828125,14.018106106325677,532.076071139768,2.56697593389803,-14.018106106325718,14.018106106325718,0.4799632609589882,1,BUY,0.4799632609589882,2025-04,555.2398309326172,False,101176.78249802341,0.0,101176.78249802341,15.174241238521063,Low_Conf(0.48),1.1767824980234145
2025-04-30,549.5342407226562,549.5342407226562,3.4400634765625,12.85954562896498,536.6746950936913,2.3400808677643523,-12.859545628964952,12.859545628964952,0.5229429622152523,1,BUY,0.5229429622152523,2025-04,554.1780511474609,False,101191.95901539811,0.0,101191.95901539811,15.176517374697141,Low_Conf(0.52),1.1919590153981117
2025-05-01,549.7523193359375,549.7523193359375,0.21807861328125,13.33689723415577,536.4154221017817,2.425982895400207,-13.3368972341558,13.3368972341558,0.505234409415283,1,SELL,0.505234409415283,2025-05,553.0852471923828,False,101207.13780925042,0.0,101207.13780925042,15.178793852304807,ACCEPTED,1.2071378092504164
2025-05-02,553.6483764648438,553.6483764648438,3.89605712890625,12.731359063881126,540.9170174009627,2.2995387695658778,-12.731359063881088,12.731359063881088,0.5276983637502,1,SELL,0.5276983637502,2025-05,552.041898803711,True,101222.3188799218,0.0,101222.3188799218,15.181070671387715,ACCEPTED,1.222318879921804
2025-05-05,561.8668823242188,561.8668823242188,8.218505859375,10.679710426742158,551.1871718974766,1.9007545670897104,-10.67971042674219,10.67971042674219,0.6038094060567061,1,SELL,0.6038094060567061,2025-05,551.2133282470703,True,101237.5022277538,0.0,101237.5022277538,15.183347831989522,ACCEPTED,1.2375022277537937
2025-05-06,558.6448974609375,558.6448974609375,-3.22198486328125,10.739624697282876,547.9052727636546,1.92244209981956,-10.73962469728292,10.73962469728292,0.6015867362011853,0,SELL,0.6015867362011853,2025-05,550.5266937255859,True,101252.68785308796,0.0,101252.68785308796,15.185625334168435,ACCEPTED,1.2526878530879622
2025-05-07,553.9755249023438,553.9755249023438,-4.66937255859375,11.57906136172345,542.3964635406203,2.09017561990029,-11.57906136172346,11.57906136172346,0.5704457316820275,0,SELL,0.5704457316820275,2025-05,549.800640258789,True,101267.87575626593,0.0,101267.87575626593,15.18790317796811,ACCEPTED,1.2678757562659302
2025-05-08,556.3052978515625,556.3052978515625,2.32977294921875,10.47860611448325,545.8266917370793,1.8836071047590903,-10.478606114483227,10.478606114483227,0.6112698739659227,1,HOLD,0.6112698739659227,2025-05,549.1798907470703,True,101283.06593762938,0.0,101283.06593762938,15.190181363446754,ACCEPTED,1.283065937629377
2025-05-09,560.1814575195312,560.1814575195312,3.87615966796875,8.903571517721371,551.2778860018099,1.5894084672395534,-8.903571517721389,8.903571517721389,0.669699725285652,1,HOLD,0.669699725285652,2025-05,548.630736694336,True,101298.25839752003,0.0,101298.25839752003,15.192459890648024,ACCEPTED,1.298258397520025
2025-05-12,559.4677734375,559.4677734375,-0.71368408203125,10.6010393094105,548.8667341280895,1.894843601853106,-10.601039309410451,10.601039309410451,0.6067279080999635,0,SELL,0.6067279080999635,2025-05,548.2549041748047,True,101313.45313627966,0.0,101313.45313627966,15.194738759630127,ACCEPTED,1.313453136279655
2025-05-13,577.9567260742188,577.9567260742188,18.48895263671875,7.181974045299171,570.7747520289196,1.2426490983300529,-7.181974045299171,7.181974045299171,0.7335666933845519,1,HOLD,0.7335666933845519,2025-05,548.0683697509766,True,101328.65015425009,0.0,101328.65015425009,15.197017970436718,ACCEPTED,1.328650154250092
2025-05-14,581.7734985351562,581.7734985351562,3.8167724609375,3.590154392387114,578.1833441427691,0.6171051794945526,-3.5901543923871486,3.5901543923871486,0.8668142351962735,1,HOLD,0.8668142351962735,2025-05,548.1639544677735,True,101343.84945177323,0.0,101343.84945177323,15.199297523140558,ACCEPTED,1.3438494517732325
2025-05-15,582.5170288085938,582.5170288085938,0.7435302734375,3.848088624086517,578.6689401845073,0.660596760914768,-3.848088624086472,3.848088624086472,0.857245519156991,1,HOLD,0.857245519156991,2025-05,548.4110052490234,True,101359.051029191,0.0,101359.051029191,15.20157741777075,ACCEPTED,1.3590510291910032
