Date,Predicted_Price,Actual_Price,Predicted_Change,Actual_Change,Predicted_Change_Pct,Signal,Signal_Strength,Mean_Reversion_Signal,Signal_Source
2025-08-25,400.9486328125,508.2787170410156,-102.36936035156249,4.960723876953125,-20.34,1,20.34,0.0052986748974441136,Model
2025-08-26,387.95062255859375,509.19696044921875,-113.15151977539062,8.094818115234375,-22.58,-1,22.58,0.006309254769828332,Model
2025-08-27,405.7532928466797,506.0827941894531,-100.04004211425782,0.289459228515625,-19.78,1,19.78,0.0001262240645679591,Model
2025-08-28,394.11281127929686,510.5045166015625,-114.57511596679687,1.81658935546875,-22.52,-1,22.52,0.00868342230720284,Model
2025-08-29,381.3835693359375,513.6386108398438,-124.35986938476562,7.895172119140625,-24.59,-1,24.59,0.014084969025807642,Model
2025-09-02,388.1508361816406,516.982421875,-116.02552490234375,12.806060791015625,-23.01,-1,23.01,0.01939802611561761,Model
2025-09-03,394.4500732421875,518.7391357421875,-109.95587158203125,14.33319091796875,-21.8,1,21.8,0.021418562413579735,Model
2025-09-04,384.5040283203125,514.7765502929688,-122.51702880859375,7.7554931640625,-24.16,-1,24.16,0.012842719552015604,Model
2025-09-05,362.0826721191406,516.3834838867188,-131.99261474609375,22.308197021484375,-26.72,-1,26.72,0.013779570665769927,Model
2025-09-08,399.8590026855469,527.5825805664062,-97.41031494140626,30.313262939453125,-19.59,1,19.59,0.032693096892977946,Model
2025-09-09,367.74119262695314,523.0010986328125,-129.7377197265625,25.522186279296875,-26.08,-1,26.08,0.021174523920288,Model
2025-09-10,372.90582275390625,523.8695068359375,-126.5294189453125,24.43426513671875,-25.33,-1,25.33,0.0204359372561841,Model
2025-09-11,392.634765625,521.4241333007812,-107.43930053710938,21.350067138671875,-21.48,1,21.48,0.013565061107051125,Model
2025-09-12,394.30523071289065,510.0054626464844,-114.64221801757813,1.058013916015625,-22.53,1,22.53,-0.0087329395579893,Model
2025-09-15,399.7590270996094,513.0896606445312,-114.63818969726562,-1.30755615234375,-22.29,1,22.29,-0.0026116296355720974,Model
2025-09-16,392.5181091308594,512.610595703125,-115.57094116210936,4.52154541015625,-22.75,-1,22.75,-0.003980597134279785,Model
2025-09-17,403.6576904296875,512.4708251953125,-105.40950927734374,3.40362548828125,-20.71,1,20.71,-0.004581328837349596,Model
2025-09-18,392.50274047851565,510.65423583984375,-114.997412109375,3.154083251953125,-22.66,-1,22.66,-0.00841360133465542,Model
2025-09-19,407.11923828125,512.62060546875,-109.84316406250001,-4.341796875,-21.25,1,21.25,-0.004175528437088491,Model
2025-09-22,388.58717041015626,515.8245239257812,-124.90178222656249,2.3355712890625,-24.32,-1,24.32,0.0018211826437947048,Model
2025-09-23,402.9333740234375,516.6929321289062,-105.34534301757813,8.414215087890625,-20.73,1,20.73,0.0026884924152993975,Model
2025-09-24,395.4390075683594,519.5675659179688,-113.75795288085938,10.37060546875,-22.34,1,22.34,0.0072534216120414725,Model
2025-09-25,381.1875854492188,519.5875244140625,-124.89520874023438,13.504730224609375,-24.68,-1,24.68,0.0059752529179287845,Model
2025-09-26,393.25905838012693,522.6318359375,-117.24545822143554,12.1273193359375,-22.97,-1,22.97,0.0106828264732933,Model
2025-09-29,384.3610778808594,530.527099609375,-129.27753295898438,16.88848876953125,-25.17,-1,25.17,0.02427832795726972,Model
2025-09-30,388.43015747070314,541.057373046875,-128.55226440429686,24.074951171875,-24.87,-1,24.87,0.042186825266703504,Model
2025-10-01,399.44835205078124,540.538330078125,-119.29078369140625,21.7991943359375,-23.0,-1,23.0,0.03900566621122614,Model
2025-10-02,406.8258544921875,524.77783203125,-107.95069580078126,10.00128173828125,-20.97,1,20.97,0.007742686112709851,Model
2025-10-03,419.7186553955078,516.8426513671875,-96.66482849121094,0.45916748046875,-18.72,1,18.72,-0.007539175074712464,Model
2025-10-06,403.3202209472656,516.0641479492188,-124.26235961914062,-11.5184326171875,-23.55,-1,23.55,-0.007936957824714961,Model
2025-10-07,415.3531005859375,513.3692016601562,-107.647998046875,-9.63189697265625,-20.58,1,20.58,-0.012203122191566326,Model
2025-10-08,420.8051818847656,506.2125549316406,-103.06432495117187,-17.656951904296875,-19.67,1,19.67,-0.024316129053053883,Model
2025-10-09,416.6359069824219,496.1713562011719,-104.78822631835938,-25.252777099609375,-20.1,1,20.1,-0.041336693582273286,Model
2025-10-10,404.6748443603516,495.8918762207031,-105.33061828613282,-14.11358642578125,-20.65,1,20.65,-0.04056853820913163,Model
2025-10-13,412.59508412679037,505.0547180175781,-100.49457651774088,-8.034942626953125,-19.59,1,19.59,-0.022080522848118025,Model
2025-10-14,387.39728393554685,507.7297058105469,-125.21331176757812,-4.880889892578125,-24.43,-1,24.43,-0.016436271217030667,Model
2025-10-15,404.9968566894531,510.1851501464844,-107.47396850585938,-2.285675048828125,-20.97,1,20.97,-0.011460783160552619,Model
2025-10-16,399.69398315429686,502.34979248046875,-110.96025268554689,-8.304443359375,-21.73,-1,21.73,-0.025858907188375104,Model
2025-10-17,403.9568303426107,509.2268981933594,-108.6637751261393,-3.393707275390625,-21.2,0,21.2,-0.012198002846907436,None
2025-10-20,392.79961547851565,506.54193115234375,-123.02490844726563,-9.2825927734375,-23.85,-1,23.85,-0.016520873307955666,Model
2025-10-21,366.4636657714844,492.8675537109375,-150.22926635742186,-23.82537841796875,-29.08,-1,29.08,-0.04085200491173719,Model
2025-10-22,372.6496887207031,486.2099914550781,-146.91787719726562,-33.357574462890625,-28.28,-1,28.28,-0.05072685837451545,Model
2025-10-23,369.93378295898435,478.42999267578125,-149.65374145507812,-41.15753173828125,-28.8,-1,28.8,-0.06214839038520711,Model
