Date,Close_x,Actual_Price,Actual_Change,Predicted_Change,Predicted_Price,Predicted_Change_Pct,Price_Error,Abs_Price_Error,Confidence,Direction_Correct,Signal,Confidence_Score,YearMonth,SMA_20,SMA_50,SMA_200,Momentum_10,Volatility_20,Close_y,Close,Regime,Regime_Multiplier,Adjusted_Position_Size,Portfolio_Value,Daily_Return,Trade_Size_%,Shares_Held,Cash,Drop_Probability
2025-01-22,596.0504150390625,596.0504150390625,5.4063720703125,12.374491274161597,583.6759237649009,2.0760813115700336,-12.374491274161642,12.374491274161642,0.5409372677952142,1,HOLD,0.5409372677952142,2025-01,585.2015808105468,588.0188525390626,548.5005267333985,10.951416015625,7.360567710543798,599.4011840820312,596.0504150390625,neutral,0.55,0.275,100000.0,0.0,0.0,0,100000.0,0.0036932338554177616
2025-01-23,599.4011840820312,599.4011840820312,3.35076904296875,6.600715478150048,592.8004686038812,1.1012182914284507,-6.60071547815005,6.60071547815005,0.7551299350597934,1,BUY,0.7551299350597934,2025-01,586.4675201416015,588.427900390625,549.0026501464844,20.87481689453125,8.081768796226369,602.6727294921875,599.4011840820312,neutral,0.55,0.385,100000.0,0.0,38.5,64,61638.32421875,0.0031842873423688664
2025-01-24,602.6727294921875,602.6727294921875,3.27154541015625,4.324831360440032,598.3478981317475,0.7176086039406724,-4.324831360440044,4.324831360440044,0.839559553870787,1,BUY,0.839559553870787,2025-01,587.2987548828125,588.7117248535156,549.4697424316406,18.26544189453125,8.678769049588798,600.913330078125,602.6727294921875,neutral,0.55,0.49500000000000005,100209.37890625,209.37890625,49.50000000000001,114,31504.687744140625,0.006322954213555906
2025-01-27,600.913330078125,600.913330078125,-1.7593994140625,7.045898714513094,593.8674313636119,1.1725316051146768,-7.0458987145131005,7.0458987145131005,0.7386147484320154,0,BUY,0.7386147484320154,2025-01,587.5300384521485,588.7747155761718,549.8929145812988,18.660888671875,8.753791640129302,592.4132080078125,600.913330078125,neutral,0.55,0.385,100008.80737304688,-200.571533203125,38.5,134,19486.421142578125,0.0004106156954970377
2025-01-28,592.4132080078125,592.4132080078125,-8.5001220703125,10.665885641816004,581.7473223659965,1.8004132078154724,-10.665885641815976,10.665885641815976,0.6043222710626093,0,HOLD,0.6043222710626093,2025-01,587.6891693115234,588.92828125,550.3386006164551,22.86151123046875,8.911246255983643,597.50341796875,592.4132080078125,neutral,0.55,0.275,98869.791015625,-1139.016357421875,0.0,134,19486.421142578125,0.012561345272707896
2025-01-29,597.50341796875,597.50341796875,5.0902099609375,7.44251669378681,590.0609012749632,1.245602363094107,-7.4425166937868426,7.4425166937868426,0.7239012115945763,1,BUY,0.7239012115945763,2025-01,587.7123931884765,589.0649194335938,550.7963455200195,19.39227294921875,8.930132514797679,594.8248291015625,597.50341796875,neutral,0.55,0.385,99551.87915039062,682.088134765625,38.5,146,12316.380126953125,0.004594852825043619
2025-01-30,594.8248291015625,594.8248291015625,-2.6785888671875,10.083986342899022,584.7408427586635,1.6952867213243457,-10.083986342899038,10.083986342899038,0.6259092822867904,0,HOLD,0.6259092822867904,2025-01,588.2080749511719,589.2596960449218,551.2510623168945,12.11767578125,9.223322710584346,598.0173950195312,594.8248291015625,neutral,0.55,0.275,99160.80517578125,-391.073974609375,0.0,146,12316.380126953125,0.007816138400066024
2025-01-31,598.0173950195312,598.0173950195312,3.19256591796875,8.22449033138778,589.7929046881435,1.3752928259083783,-8.224490331387756,8.224490331387756,0.694891941909386,1,BUY,0.694891941909386,2025-01,588.8801849365234,589.466474609375,551.7248620605469,10.0618896484375,9.19024514902243,594.8347778320312,598.0173950195312,neutral,0.55,0.385,99626.91979980469,466.1146240234375,38.5,153,8130.258361816406,0.0017676675993115122
2025-02-03,594.8347778320312,594.8347778320312,-3.1826171875,11.402692402433694,583.4320854295976,1.9169511984475078,-11.402692402433672,11.402692402433672,0.5769885797501935,0,HOLD,0.5769885797501935,2025-02,589.5290679931641,589.7429248046875,552.2099719238281,0.187744140625,8.82152064261064,590.831787109375,594.8347778320312,neutral,0.55,0.275,99139.97937011719,-486.9404296875,0.0,153,8130.258361816406,0.013411029766783999
2025-02-04,590.831787109375,590.831787109375,-4.00299072265625,11.359632557242083,579.4721545521329,1.9226508805185838,-11.359632557242094,11.359632557242094,0.5785859925038987,0,HOLD,0.5785859925038987,2025-02,590.0148651123047,590.0513598632813,552.7194020080566,-1.25518798828125,8.831096925582832,594.7952270507812,590.831787109375,neutral,0.55,0.275,98527.52178955078,-612.4575805664062,0.0,153,8130.258361816406,0.01646237983624969
2025-02-05,594.7952270507812,594.7952270507812,3.96343994140625,7.944605228318004,586.8506218224633,1.3356874546069155,-7.944605228317982,7.944605228317982,0.7052749804741234,1,BUY,0.7052749804741234,2025-02,590.4527221679688,590.3656713867188,553.2554763793945,-2.19427490234375,8.96548580405619,597.2069091796875,594.7952270507812,neutral,0.55,0.385,99133.92810058594,606.4063110351562,38.5,158,5156.2822265625,0.0026613887911963764
2025-02-06,597.2069091796875,597.2069091796875,2.41168212890625,6.753806265725469,590.4531029139621,1.1308988831027382,-6.753806265725416,6.753806265725416,0.7494506490461151,1,BUY,0.7494506490461151,2025-02,591.326953125,590.7175537109375,553.8069699096679,-3.39019775390625,8.929528163926848,599.2825317382812,597.2069091796875,neutral,0.55,0.385,99514.97387695312,381.0457763671875,38.5,161,3364.6614990234375,0.006166693536197296
2025-02-07,599.2825317382812,599.2825317382812,2.07562255859375,8.385812490140113,590.8967192481412,1.399308680968256,-8.385812490140097,8.385812490140097,0.6889072925754245,1,HOLD,0.6889072925754245,2025-02,591.884408569336,590.8972729492187,554.3523760986328,-7.1163330078125,8.704363118765329,593.7969970703125,599.2825317382812,neutral,0.55,0.385,99849.14910888672,334.17523193359375,0.0,161,3364.6614990234375,0.022634589281731673
2025-02-10,593.7969970703125,593.7969970703125,-5.48553466796875,13.924150807265452,579.872846263047,2.344934527450409,-13.924150807265505,13.924150807265505,0.4834487679859929,0,HOLD,0.4834487679859929,2025-02,593.0882720947266,591.1213916015626,554.8956260681152,5.4163818359375,7.66790845504997,597.82958984375,593.7969970703125,bullish,1.0,0.2,98965.97802734375,-883.1710815429688,0.0,161,3364.6614990234375,0.02219478187500347
2025-02-11,597.82958984375,597.82958984375,4.0325927734375,8.4383257959262,589.3912640478238,1.4114934990306618,-8.438325795926175,8.438325795926175,0.6869591800351054,1,HOLD,0.6869591800351054,2025-02,594.2703918457031,591.3148071289063,555.4121250915528,0.7808837890625,6.390460689713608,598.2843017578125,597.82958984375,bullish,1.0,0.7,99615.22546386719,649.2474365234375,0.0,161,3364.6614990234375,0.020061937824158434
2025-02-12,598.2843017578125,598.2843017578125,0.4547119140625,10.016334893768494,588.267966864044,1.6741764516200093,-10.016334893768544,10.016334893768544,0.6284189821514066,1,HOLD,0.6284189821514066,2025-02,595.3166076660157,591.4082055664062,555.920161743164,1.53204345703125,4.608457705307376,596.3568725585938,598.2843017578125,bullish,1.0,0.5,99688.43408203125,73.2086181640625,0.0,161,3364.6614990234375,0.004776874570422168
2025-02-13,596.3568725585938,596.3568725585938,-1.92742919921875,14.03009049486345,582.3267820637303,2.352633320828369,-14.03009049486343,14.03009049486343,0.479518670064378,0,HOLD,0.479518670064378,2025-02,596.1542694091797,591.6633837890626,556.4690762329102,4.63555908203125,4.3202729778109905,602.6529541015625,596.3568725585938,bullish,1.0,0.2,99378.11798095703,-310.31610107421875,0.0,161,3364.6614990234375,0.06449270517277104
2025-02-14,602.6529541015625,602.6529541015625,6.29608154296875,11.059307230119945,591.5936468714425,1.8351037947880309,-11.059307230119998,11.059307230119998,0.5897273123500599,1,HOLD,0.5897273123500599,2025-02,597.0467864990235,591.8446765136719,556.9944950866699,7.7884521484375,3.634703279070076,602.6232299804688,602.6529541015625,bullish,1.0,0.5,100391.787109375,1013.6691284179688,0.0,161,3364.6614990234375,0.02141109993589969
2025-02-18,602.6232299804688,602.6232299804688,-0.02972412109375,6.933548245281142,595.6896817351876,1.150561063752199,-6.933548245281145,6.933548245281145,0.7427826703471412,0,BUY,0.7427826703471412,2025-02,597.7342102050782,592.040078125,557.5199502563477,13.56072998046875,3.660053902222437,604.3925170898438,602.6232299804688,bullish,1.0,0.7,100387.0015258789,-4.78558349609375,70.0,164,1556.7918090820312,0.02521335742448698
2025-02-19,604.3925170898438,604.3925170898438,1.769287109375,7.328311603147122,597.0642054866967,1.2125086588485605,-7.328311603147085,7.328311603147085,0.728137935333697,1,BUY,0.728137935333697,2025-02,598.2224792480469,592.2584301757812,558.0920695495605,11.02056884765625,4.0538001973968285,605.8157958984375,604.3925170898438,bullish,1.0,0.7,100677.1646118164,290.1630859375,70.0,165,952.3992919921875,0.002052022723392284
2025-02-20,605.8157958984375,605.8157958984375,1.42327880859375,8.344967257424948,597.4708286410125,1.3774760106822876,-8.344967257424969,8.344967257424969,0.6904225487352391,1,BUY,0.6904225487352391,2025-02,598.4171905517578,592.3524926757813,558.6595649719238,6.0885009765625,4.2041311627954165,603.29541015625,605.8157958984375,bullish,1.0,0.7,100912.00561523438,234.84100341796875,70.0,166,346.58349609375,0.0228033069960768
2025-02-21,603.29541015625,603.29541015625,-2.5203857421875,10.965802648581475,592.3296075076685,1.8176506010117655,-10.96580264858153,10.96580264858153,0.5931960988822661,0,HOLD,0.5931960988822661,2025-02,597.9323852539062,592.2598815917969,559.1525602722168,-6.305908203125,4.246417016596022,592.9766235351562,603.29541015625,neutral,0.55,0.275,100493.62158203125,-418.384033203125,0.0,166,346.58349609375,0.1950469663088589
2025-02-24,592.9766235351562,592.9766235351562,-10.31878662109375,16.282083370559555,576.6945401645967,2.745822132665273,-16.282083370559576,16.282083370559576,0.3959753566853943,0,SELL,0.3959753566853943,2025-02,597.4006286621094,592.09064453125,559.6014234924316,-3.518798828125,4.511122729927101,590.2781982421875,592.9766235351562,neutral,0.55,0.11000000000000001,98780.70300292969,-1712.9185791015625,0.0,166,346.58349609375,0.14999563215510245
2025-02-25,590.2781982421875,590.2781982421875,-2.69842529296875,16.656979285428548,573.621218956759,2.821886245338557,-16.65697928542852,16.65697928542852,0.38206765420622235,0,SELL,0.38206765420622235,2025-02,597.1471069335937,591.9243664550781,560.0097662353515,-10.48681640625,4.9292625636388685,587.3427734375,590.2781982421875,neutral,0.55,0.11000000000000001,98332.76440429688,-447.9385986328125,0.0,166,346.58349609375,0.1265637295962042
2025-02-26,587.3427734375,587.3427734375,-2.9354248046875,20.25985670424648,567.0829167332536,3.4494093773680117,-20.25985670424643,20.25985670424643,0.24840989688613158,0,SELL,0.24840989688613158,2025-02,596.6538940429688,591.8010522460937,560.4168011474609,-10.6451416015625,5.365895590437229,587.63916015625,587.3427734375,neutral,0.55,0.11000000000000001,97845.48388671875,-487.280517578125,0.0,166,346.58349609375,0.11524650762042311
2025-02-27,587.63916015625,587.63916015625,0.29638671875,18.976438678871013,568.662721477379,3.229267204354673,-18.976438678870977,18.976438678870977,0.29602150145527717,1,SELL,0.29602150145527717,2025-02,595.8256225585938,591.3983337402344,560.7766928100586,-18.09747314453125,6.760392215803415,578.2593994140625,587.63916015625,neutral,0.55,0.11000000000000001,97894.68408203125,49.2001953125,0.0,166,346.58349609375,0.08188119776437965
2025-02-28,578.2593994140625,578.2593994140625,-9.3797607421875,27.254278897404916,551.0051205166576,4.713157957314844,-27.2542788974049,27.2542788974049,0.0,0,SELL,0.0,2025-02,595.2889251708984,591.2377624511719,561.167119140625,-15.3695068359375,6.999094549765253,587.283447265625,578.2593994140625,bearish,0.25,0.05,96337.64379882812,-1557.040283203125,0.0,166,346.58349609375,0.015495890171167398
2025-03-03,587.283447265625,587.283447265625,9.0240478515625,18.497876213399888,568.7855710522251,3.14973566844519,-18.497876213399877,18.497876213399877,0.31377497414861877,1,BUY,0.31377497414861877,2025-03,594.3968994140625,590.8737707519531,561.5028198242187,-25.62896728515625,8.108908006460572,576.9942626953125,587.283447265625,bearish,0.25,0.05,97835.6357421875,1497.991943359375,0.0,166,346.58349609375,0.0009238483998653563
2025-03-04,576.9942626953125,576.9942626953125,-10.2891845703125,26.259988784485543,550.7342739108269,4.551169826510456,-26.259988784485586,26.259988784485586,0.025819976596193728,0,HOLD,0.025819976596193728,2025-03,593.3635345458985,590.3223547363282,561.8040293884277,-34.22802734375,9.739977806209701,570.1644897460938,576.9942626953125,bearish,0.25,0.05,96127.63110351562,-1708.004638671875,0.0,166,346.58349609375,0.19938575905908124
2025-03-05,570.1644897460938,570.1644897460938,-6.82977294921875,29.09603968082812,541.0684500652657,5.103095721339153,-29.096039680828085,29.096039680828085,0.0,0,SELL,0.0,2025-03,592.4383972167968,589.9427526855469,562.124181060791,-29.5233154296875,10.449703465866106,576.29248046875,570.1644897460938,bearish,0.25,0.05,94993.88879394531,-1133.7423095703125,0.0,166,346.58349609375,0.009128683961967237
2025-03-06,576.29248046875,576.29248046875,6.12799072265625,24.554144842207112,551.7383356265428,4.260708871688737,-24.554144842207165,24.554144842207165,0.08910252805690966,1,HOLD,0.08910252805690966,2025-03,590.8811828613282,589.7133776855469,562.3614665222168,-37.2327880859375,11.918968131835024,566.0626220703125,576.29248046875,bearish,0.25,0.05,96011.13525390625,1017.2464599609375,0.0,166,346.58349609375,0.0004025663418178846
2025-03-07,566.0626220703125,566.0626220703125,-10.2298583984375,30.117736367684728,535.9448857026277,5.320566169434113,-30.117736367684756,30.117736367684756,0.0,0,SELL,0.0,2025-03,589.3788238525391,589.551005859375,562.6199507141114,-23.74127197265625,12.674034631700955,569.2353515625,566.0626220703125,bearish,0.25,0.05,94312.97875976562,-1698.156494140625,0.0,166,346.58349609375,0.0170139809214608
2025-03-10,569.2353515625,569.2353515625,3.1727294921875,27.834494552496082,541.400857010004,4.889804274469759,-27.83449455249604,27.83449455249604,0.0,1,HOLD,0.0,2025-03,587.3926483154297,588.9467028808593,562.7989060974121,-36.2047119140625,14.867910802360269,554.073486328125,569.2353515625,bearish,0.25,0.05,94839.65185546875,526.673095703125,0.0,166,346.58349609375,0.0004968007003413561
2025-03-11,554.073486328125,554.073486328125,-15.161865234375,30.595429529389214,523.4780567987358,5.5219082458081115,-30.595429529389207,30.595429529389207,0.0,0,SELL,0.0,2025-03,584.9745422363281,588.1803015136719,562.9518452453614,-37.87530517578125,16.878022854957617,549.4674682617188,554.073486328125,bearish,0.25,0.05,92322.7822265625,-2516.86962890625,0.0,166,346.58349609375,0.0036683906847968266
2025-03-12,549.4674682617188,549.4674682617188,-4.60601806640625,30.269079372647646,519.1983888890711,5.508802817463631,-30.26907937264764,30.26907937264764,0.0,0,SELL,0.0,2025-03,582.6794921875,587.3415515136719,563.1130003356934,-35.255859375,18.052816781071687,552.38330078125,549.4674682617188,bearish,0.25,0.05,91558.18322753906,-764.5989990234375,0.0,166,346.58349609375,0.0005409176366275435
2025-03-13,552.38330078125,552.38330078125,2.91583251953125,28.056782605900274,524.3265181753497,5.079223533046498,-28.056782605900253,28.056782605900253,0.0,1,SELL,0.0,2025-03,580.1126373291015,586.3547399902344,563.2448265075684,-33.2396240234375,19.58999252976877,545.019775390625,552.38330078125,bearish,0.25,0.05,92042.21142578125,484.0281982421875,0.0,166,346.58349609375,0.00019681693447931207
2025-03-14,545.019775390625,545.019775390625,-7.363525390625,29.46924582704068,515.5505295635843,5.407004875358801,-29.46924582704071,29.46924582704071,0.0,0,SELL,0.0,2025-03,577.7938659667968,585.7182153320313,563.451883392334,-31.00592041015625,19.526097162362056,556.2775268554688,545.019775390625,bearish,0.25,0.05,90819.8662109375,-1222.34521484375,0.0,166,346.58349609375,0.0007007403914720685
2025-03-17,556.2775268554688,556.2775268554688,11.25775146484375,24.070995929754172,532.2065309257146,4.327155919064885,-24.07099592975419,24.07099592975419,0.10702614648278796,1,HOLD,0.10702614648278796,2025-03,575.691064453125,585.3017077636719,563.6633552551269,-16.42706298828125,18.968014859466642,560.5671997070312,556.2775268554688,bearish,0.25,0.05,92688.65295410156,1868.7867431640625,0.0,166,346.58349609375,0.00011680158437242138
2025-03-18,560.5671997070312,560.5671997070312,4.2896728515625,24.5111271874165,536.0560725196148,4.3725582232115485,-24.51112718741649,24.51112718741649,0.09069837565207373,1,HOLD,0.09069837565207373,2025-03,573.1968536376953,584.8347912597657,563.8427220153809,-15.65618896484375,18.26189663862206,554.50830078125,560.5671997070312,bearish,0.25,0.05,93400.73864746094,712.085693359375,0.0,166,346.58349609375,0.0007303678171113539
2025-03-19,554.50830078125,554.50830078125,-6.05889892578125,27.54129996633906,526.967000814911,4.966796696737625,-27.54129996633901,27.54129996633901,0.0,0,HOLD,0.0,2025-03,570.9334320068359,584.3441528320312,564.0704432678223,-15.7451171875,16.748909108925577,560.54736328125,554.50830078125,bearish,0.25,0.05,92394.96142578125,-1005.7772216796875,0.0,166,346.58349609375,0.0004432962014486941
2025-03-20,560.54736328125,560.54736328125,6.0390625,22.76845846273772,537.7789048185123,4.061825985490156,-22.768458462737726,22.768458462737726,0.15534703460335353,1,HOLD,0.15534703460335353,2025-03,568.7149841308594,583.7536865234375,564.3071420288086,-7.13616943359375,15.093450783848626,558.9264526367188,560.54736328125,bearish,0.25,0.05,93397.44580078125,1002.484375,0.0,166,346.58349609375,0.00048554375651391175
2025-03-21,558.9264526367188,558.9264526367188,-1.62091064453125,20.490647362007195,538.4358052747116,3.6660722113514543,-20.490647362007167,20.490647362007167,0.2398481396735176,0,HOLD,0.2398481396735176,2025-03,567.0216918945313,583.2999438476562,564.5214642333984,-10.12457275390625,14.09498177975466,559.1107788085938,558.9264526367188,bearish,0.25,0.05,93128.37463378906,-269.0711669921875,0.0,166,346.58349609375,0.0003393406094952058
2025-03-24,559.1107788085938,559.1107788085938,0.184326171875,20.756210925916733,538.354567882677,3.7123610763051347,-20.756210925916776,20.756210925916776,0.22999639445656972,1,HOLD,0.22999639445656972,2025-03,565.96396484375,583.0294592285156,564.7837457275391,15.0501708984375,13.009873085954283,569.1236572265625,559.1107788085938,bearish,0.25,0.05,93158.97277832031,30.59814453125,0.0,166,346.58349609375,0.0005552145313645554
2025-03-25,569.1236572265625,569.1236572265625,10.01287841796875,16.50249818757562,552.6211590389869,2.899633142645156,-16.50249818757561,16.50249818757561,0.3877985172601587,1,BUY,0.3877985172601587,2025-03,565.1214141845703,582.964248046875,565.0499798583984,21.0242919921875,12.063709821876781,570.4917602539062,569.1236572265625,bearish,0.25,0.05,94821.11059570312,1662.1378173828125,0.0,166,346.58349609375,0.00017554168158203417
2025-03-26,570.4917602539062,570.4917602539062,1.36810302734375,14.942067936236807,555.5496923176695,2.6191557840531487,-14.942067936236754,14.942067936236754,0.44568658382579995,1,BUY,0.44568658382579995,2025-03,563.9235107421875,582.7450317382812,565.2514233398438,11.29779052734375,10.837204416800816,563.6810913085938,570.4917602539062,bearish,0.25,0.05,95048.21569824219,227.1051025390625,0.0,166,346.58349609375,0.0001716546772396279
2025-03-27,563.6810913085938,563.6810913085938,-6.8106689453125,19.313234903491473,544.3678564051023,3.4262697829113833,-19.313234903491434,19.313234903491434,0.28352720236490925,0,BUY,0.28352720236490925,2025-03,563.1197448730469,582.4800622558594,565.4454309082031,17.164306640625,10.3008484797157,562.18408203125,563.6810913085938,neutral,0.55,0.11000000000000001,93917.64465332031,-1130.571044921875,0.0,166,346.58349609375,0.00021875441697459595
2025-03-28,562.18408203125,562.18408203125,-1.49700927734375,18.387231918426387,543.7968501128236,3.2706781472699715,-18.387231918426437,18.387231918426437,0.3178796012583761,0,BUY,0.3178796012583761,2025-03,561.2987060546875,581.7793212890625,565.5860125732422,-5.41485595703125,8.932701041919055,550.8626708984375,562.18408203125,bearish,0.25,0.05,93669.14111328125,-248.5035400390625,0.0,166,346.58349609375,0.00022063284941215063
2025-03-31,550.8626708984375,550.8626708984375,-11.3214111328125,20.14390680922999,530.7187640892075,3.656792858440742,-20.143906809229975,20.143906809229975,0.25271134851156163,0,BUY,0.25271134851156163,2025-03,560.1770141601562,581.1750720214844,565.7370074462891,-6.00677490234375,8.239698167701514,554.5604248046875,550.8626708984375,bearish,0.25,0.05,91789.78686523438,-1879.354248046875,0.0,166,346.58349609375,0.004327220724706115
2025-04-01,554.5604248046875,554.5604248046875,3.69775390625,18.29993443984568,536.2604903648419,3.2998990950879326,-18.29993443984563,18.29993443984563,0.32111811976746196,1,BUY,0.32111811976746196,2025-04,559.475131225586,580.4847277832031,565.8895199584961,1.6185302734375,7.93646286563005,556.1268310546875,554.5604248046875,neutral,0.55,0.11000000000000001,92403.61401367188,613.8271484375,0.0,166,346.58349609375,0.00035348854216349075
2025-04-02,556.1268310546875,556.1268310546875,1.56640625,19.243418012356265,536.8834130423312,3.460257074067325,-19.2434180123563,19.2434180123563,0.2861172347216705,1,HOLD,0.2861172347216705,2025-04,558.6428161621094,579.7566430664062,566.0380444335938,-0.90118408203125,6.882902035126876,559.6461791992188,556.1268310546875,bearish,0.25,0.05,92663.63745117188,260.0234375,0.0,166,346.58349609375,0.0005492336794595202
2025-04-03,559.6461791992188,559.6461791992188,3.51934814453125,17.496984836421785,542.149194362797,3.1264369322520356,-17.496984836421802,17.496984836421802,0.35090554541623586,1,BUY,0.35090554541623586,2025-04,556.943002319336,578.4099462890625,566.0433349609375,-26.860107421875,8.866199608245253,532.0663452148438,559.6461791992188,bearish,0.25,0.05,93247.84924316406,584.2117919921875,0.0,166,346.58349609375,0.0005482419286777008
2025-04-04,532.0663452148438,532.0663452148438,-27.579833984375,29.271871530064615,502.7944736847791,5.5015453981109985,-29.27187153006463,29.27187153006463,0.0,0,SELL,0.0,2025-04,553.527116394043,576.3748443603515,565.8912663269043,-58.193145751953125,14.952477408504544,500.9176330566406,532.0663452148438,bearish,0.25,0.05,88669.59680175781,-4578.25244140625,0.0,166,346.58349609375,0.05129470421018211
2025-04-07,500.9176330566406,500.9176330566406,-31.148712158203125,29.330609126081782,471.58702393055887,5.855375652700423,-29.330609126081754,29.330609126081754,0.0,0,SELL,0.0,2025-04,550.8247131347656,574.3570861816406,565.7135925292969,-69.09823608398438,19.144915828526166,500.0254211425781,500.9176330566406,bearish,0.25,0.05,83498.9105834961,-5170.686218261719,0.0,166,346.58349609375,0.005329914414571275
2025-04-08,500.0254211425781,500.0254211425781,-0.8922119140625,28.30468768826046,471.72073345431767,5.66064973728398,-28.304687688260458,28.304687688260458,0.0,0,SELL,0.0,2025-04,547.9610198974609,572.3526940917968,565.489956665039,-78.29815673828125,23.210454044317736,492.193603515625,500.0254211425781,bearish,0.25,0.05,83350.80340576172,-148.107177734375,0.0,166,346.58349609375,0.00020807976140356776
2025-04-09,492.193603515625,492.193603515625,-7.831817626953125,28.76679982395049,463.42680369167454,5.844610661023609,-28.766799823950464,28.766799823950464,0.0,0,SELL,0.0,2025-04,547.5360290527344,571.2802954101562,565.5320620727539,-19.797607421875,23.203034907286185,543.8834838867188,492.193603515625,bearish,0.25,0.05,82050.7216796875,-1300.0817260742188,0.0,166,346.58349609375,0.0012880238045502772
2025-04-10,543.8834838867188,543.8834838867188,51.68988037109375,22.531291433575486,521.3521924531433,4.142668807032271,-22.53129143357546,22.53129143357546,0.16414533927576092,1,HOLD,0.16414533927576092,2025-04,546.2875915527344,569.7848193359375,565.4585949707031,-42.133056640625,24.00346216174052,520.051025390625,543.8834838867188,bearish,0.25,0.05,90631.24182128906,8580.520141601562,0.0,166,346.58349609375,0.0002840631994538596
