Entry_Date,Exit_Date,Ticker,Direction,Entry_Price,Exit_Price,Shares,P&L,Win
2025-11-25,2025-12-01,AMZN,LONG,229.6699981689453,233.8800048828125,16,67.29274731445312,True
2025-11-25,2025-12-01,BRO,LONG,80.51000213623047,81.18000030517578,45,30.119767684936523,True
2025-11-25,2025-12-01,BR,LONG,227.25881958007812,225.59585571289062,16,-26.580814453125,False
2025-11-25,2025-12-01,WDC,LONG,155.28514099121094,163.40859985351562,23,186.6527142791748,True
2025-12-01,2025-12-08,CTAS,LONG,185.42999267578125,182.97999572753906,100,-244.75469512939452,False
2025-12-01,2025-12-08,DUK,LONG,120.75,115.22000122070312,184,-1016.5022556152344,False
2025-12-01,2025-12-08,MRK,LONG,100.96703338623047,98.09160614013672,276,-792.8243020019531,False
2025-12-01,2025-12-08,WDC,LONG,163.40859985351562,169.77999877929688,170,1082.0546795654298,True
2025-12-02,2025-12-08,MSCI,LONG,547.2899780273438,536.9000244140625,6,-62.277381958007815,False
2025-12-02,2025-12-08,MCK,LONG,829.7000122070312,797.9299926757812,4,-126.952998046875,False
2025-12-02,2025-12-08,NVDA,LONG,181.4499053955078,185.5500030517578,20,81.919951171875,True
2025-12-02,2025-12-08,UAL,LONG,104.37999725341797,104.5,36,4.315778778076172,True
2025-12-03,2025-12-08,NCLH,SHORT,18.829999923706055,19.110000610351562,15,-4.195810289382934,False
2025-12-03,2025-12-08,ECL,LONG,263.5909729003906,256.4310607910156,1,-7.152752197265625,False
2025-12-03,2025-12-08,WRB,LONG,70.52352905273438,65.5627670288086,4,-19.823205047607424,False
2025-12-08,2025-12-15,AXP,LONG,361.47698974609375,381.7220458984375,50,1011.2405548095703,True
2025-12-08,2025-12-15,COST,LONG,887.52001953125,860.5599975585938,24,-646.3934868164063,False
2025-12-08,2025-12-15,WRB,LONG,65.5627670288086,69.0999984741211,421,1487.685264038086,True
2025-12-08,2025-12-15,CHD,LONG,81.5999984741211,85.01000213623047,338,1151.4286565551758,True
2025-12-09,2025-12-15,ALB,SHORT,128.90093994140625,132.22000122070312,30,-99.47226654052734,False
2025-12-09,2025-12-15,LRCX,SHORT,165.80999755859375,164.3000030517578,23,34.695143783569335,True
2025-12-09,2025-12-15,XRAY,LONG,10.951568603515625,11.237433433532715,360,102.80842746734619,True
2025-12-09,2025-12-15,SYK,LONG,348.3621520996094,354.4270324707031,11,66.64697039794922,True
2025-12-15,2025-12-22,AXP,LONG,381.7220458984375,380.005859375,49,-84.00904650878907,False
2025-12-15,2025-12-22,BDX,SHORT,200.08999633789062,196.74000549316406,113,378.17041648864745,True
2025-12-15,2025-12-22,BSX,LONG,92.19000244140625,96.43000030517578,307,1300.3776648330688,True
2025-12-15,2025-12-22,CL,LONG,79.43000030517578,79.04000091552734,357,-139.0905523223877,False
2025-12-16,2025-12-22,CMCSA,SHORT,27.540315628051758,27.104930877685547,139,60.457961820602414,True
2025-12-16,2025-12-22,NI,LONG,41.43000030517578,41.45000076293945,92,1.8382020721435546,True
2025-12-16,2025-12-22,BRO,LONG,80.97000122070312,80.37000274658203,47,-28.171728355407716,False
2025-12-16,2025-12-22,PG,LONG,145.2100067138672,142.69000244140625,26,-65.45459097290039,False
2025-12-22,2025-12-29,COST,LONG,850.0,867.8400268554688,22,392.0881102294922,True
2025-12-22,2025-12-29,APA,SHORT,24.40999984741211,24.3799991607666,940,28.172444801330567,True
2025-12-22,2025-12-29,FFIV,LONG,260.3999938964844,259.42999267578125,110,-106.5934341430664,False
2025-12-22,2025-12-29,SRE,LONG,88.08999633789062,88.91000366210938,325,266.23587799072266,True
2025-12-23,2025-12-29,CPRT,LONG,39.150001525878906,39.4900016784668,100,33.96601524353027,True
2025-12-23,2025-12-29,MPC,LONG,166.39999389648438,163.60000610351562,23,-64.33531951904297,False
2025-12-23,2025-12-29,WAB,LONG,219.5500030517578,217.16000366210938,17,-40.589359634399415,False
2025-12-23,2025-12-29,ALB,SHORT,146.6999969482422,144.5800018310547,26,55.06475317382812,True
2025-12-29,2026-01-05,USB,SHORT,53.978179931640625,55.4900016784668,355,-536.1600234031678,False
2025-12-29,2026-01-05,BWA,SHORT,45.790000915527344,47.58000183105469,503,-899.4700900497437,False
2025-12-29,2026-01-05,AZO,LONG,3415.81005859375,3268.300048828125,8,-1178.899998046875,False
2025-12-29,2026-01-05,EXC,LONG,43.630001068115234,43.540000915527344,660,-59.3407006072998,False
2025-12-30,2026-01-05,IDXX,SHORT,682.3200073242188,682.22998046875,6,0.5396209716796875,True
2025-12-30,2026-01-05,NTAP,LONG,107.89353942871094,105.08000183105469,38,-106.80751428222656,False
2025-12-30,2026-01-05,MAS,SHORT,64.19999694824219,63.790000915527344,65,26.623092384338378,True
2025-12-30,2026-01-05,AON,LONG,356.489990234375,351.2900085449219,11,-57.14259878540039,False
2026-01-05,2026-01-12,COST,LONG,875.739990234375,943.0800170898438,21,1412.726423400879,True
2026-01-05,2026-01-12,NTAP,LONG,105.08000183105469,107.02999877929688,213,414.93400062561034,True
2026-01-05,2026-01-12,LNT,LONG,64.9000015258789,65.16999816894531,432,116.52191125488281,True
2026-01-05,2026-01-12,MOH,SHORT,182.8000030517578,181.82000732421875,153,149.78940696716307,True
2026-01-06,2026-01-12,CNC,SHORT,45.7400016784668,46.38999938964844,84,-54.545207931518554,False
2026-01-06,2026-01-12,ADI,SHORT,292.94000244140625,293.8599853515625,13,-11.94781805419922,False
2026-01-06,2026-01-12,COR,LONG,346.1700134277344,342.1600036621094,11,-44.06599731445313,False
2026-01-06,2026-01-12,MPC,LONG,170.4199981689453,175.5399932861328,22,112.52725268554687,True
2026-01-12,2026-01-12,LRCX,SHORT,220.39999389648438,220.39999389648438,86,0.0,False
2026-01-12,2026-01-12,CMCSA,SHORT,28.723278045654297,28.723278045654297,795,0.0,False
2026-01-12,2026-01-12,MMC,LONG,185.6300048828125,185.6300048828125,153,0.0,False
2026-01-12,2026-01-12,AIG,LONG,74.08999633789062,74.08999633789062,385,0.0,False
