Date,Close,High,Low,Open,Volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,Momentum_10,ROC_10,Volatility_20,ATR_14,RSI_14,BB_Middle_20,BB_Upper_20,BB_Lower_20,BB_Width,BB_Position,Volume_SMA_20,Volume_Ratio,Log_Return,Daily_Return_Pct,HL_Range_Pct,CO_Range_Pct,Price_SMA20_Distance,Price_SMA50_Distance
2022-01-03,451.8752136230469,452.0076562143779,448.2239780690106,450.5414636127441,72668200,,,,,,451.8752136230469,451.8752136230469,0.0,0.0,0.0,,,,,,,,,,,,,,,0.8373281010548214,0.2960326891131976,,
2022-01-04,451.7237243652344,454.022330071982,449.8602622959905,453.3034222075536,71178700,,,,,,451.8519075833834,451.86399219654226,-0.01208461315883369,-0.002416922631766738,-0.009667690527066952,,,,,,,,,,,,,-0.00033530198600959833,-0.03352457785809689,0.9213746260150747,-0.34848575257301084,,
2022-01-05,443.0496826171875,452.130513594056,442.9550849145519,451.3548528464761,104538900,,,,,,450.49771912704557,451.2110803758493,-0.7133612488037215,-0.1446057878661577,-0.5687554609375638,,,,,,,,,,,,,-0.01938884954085535,-1.9202094732207624,2.0709706020559486,-1.8400533808181994,,
2022-01-06,442.633544921875,445.3577975269539,440.25927789073734,442.58626049675826,86858900,,,,,,449.28784617240393,450.57570737925863,-1.2878612068547,-0.3732568716638661,-0.9146043351908338,,,,,,,,,,,,,-0.0009396987839336598,-0.09392574052965962,1.151860200093162,0.010683663126747551,,
2022-01-07,440.8835754394531,443.8253998227985,439.5214491762915,442.6430005573575,85111600,446.03314819335935,,,,,447.99488144425766,449.8577716800138,-1.86289023575614,-0.671183544482321,-1.191706691273819,,,,,,,,,,,,,-0.003961376028922432,-0.3953540129297578,0.9762102482989927,-0.39748174390851376,,
2022-01-10,440.33502197265625,440.5525649956544,431.90687526039386,437.6769903283325,119362000,443.72510986328126,,,,,446.81644152554975,449.1523828128021,-2.3359412872523535,-1.0041350930363275,-1.331806194216026,,,,,,,,,,,,,-0.001244988563025048,-0.1244213886285288,1.9634344996063948,0.6073044055456857,,
2022-01-11,444.34564208984375,444.44023980411635,437.0620510983953,440.07009675611505,74303100,442.24949340820314,,,,,446.4363185354411,448.79632794443484,-2.360009408993733,-1.2753099562278087,-1.0846994527659242,,,,,,,,,,,,,0.009066881996201846,0.9108110681772095,1.660461588195176,0.971560068553849,,
2022-01-12,445.5469055175781,447.6090315640581,443.5794060432317,446.0860864554399,67605400,442.7489379882812,,,,,446.2994857634622,448.55562998688987,-2.2561442234276683,-1.4714768096677808,-0.7846674137598875,,,,,,,,,,,,,0.0026997959711455802,0.27034437022597996,0.9044222888598727,-0.12086925690645402,,
2022-01-13,439.4079284667969,447.30636106377136,438.3768798065865,446.65367438215316,91173100,442.10381469726565,,,,,445.23924617935984,447.87802246688295,-2.6387762875231147,-1.7049367052388475,-0.9338395822842671,,,,,,,,,,,,,-0.013874325089927945,-1.377852022931186,2.0321620705256835,-1.622229107457623,,
2022-01-14,439.5876770019531,439.9376625709824,435.0283384384738,436.248582581367,95890900,441.8446350097656,443.9388916015625,,,,444.36977399822035,447.2639228028141,-2.8941488045937263,-1.9427791251098234,-0.9513696794839028,,,,,,,,,,,,,0.00040898620321520824,0.04090698494754912,1.1168020373070688,0.7654109500661491,,
2022-01-18,431.8027648925781,435.08510657220825,430.6865868583265,434.8770031364011,109709100,440.13818359375,441.9316467285156,,,,442.4363879819677,446.1186518465003,-3.682263864532615,-2.290676072994382,-1.391587791538233,-20.07244873046875,-4.442033580362107,,,,,,,,,,,-0.017868268599961688,-1.7709577671669834,1.0186409331992081,-0.7069213183615274,,
2022-01-19,427.319091796875,434.7540044741665,427.04476708624003,433.3540622278281,109357600,436.7328735351563,439.4911834716797,,,,440.1106501073381,444.72609184282436,-4.615441735486286,-2.7556292054927627,-1.859812529993523,-24.404632568359375,-5.402557194146256,,,,,,,,,,,-0.01043789951015163,-1.038361367792203,1.8040938343075554,-1.3926188668747967,,
2022-01-20,422.58953857421875,433.9311041940373,420.46121968940173,429.2109751047605,122379700,432.1414001464844,437.44516906738284,,,,437.41509448685815,443.08634715626096,-5.671252669402804,-3.338753898274771,-2.332498771128033,-20.46014404296875,-4.618024760136692,,,,,,,,,,,-0.011129671765171606,-1.106796610179175,3.187462839255748,-1.5426997245179057,,
2022-01-21,414.2937927246094,423.8286476560766,414.265416297055,421.46384913598195,202271200,427.1185729980469,434.61119384765624,,,,433.8579711388199,440.953565346509,-7.095594207689089,-4.090121960157635,-3.005472247531454,-28.339752197265625,-6.4025315122168625,,7.170743433864069,11.147869718465373,,,,,,,,-0.01982598355439188,-1.963074116221267,2.3083211785841278,-1.7012269085643947,,
2022-01-24,416.05322265625,416.5640272607591,398.00509159103694,408.6655937906519,251783900,422.41168212890625,432.12815856933594,,,,431.11877906457835,439.1090955176009,-7.990316453022558,-4.87016085873062,-3.120155594291938,-24.830352783203125,-5.63195232629234,,8.226118971317987,14.266709772555558,,,,,,,,0.00423782474605422,0.42468170234212477,4.460711913546654,1.8077442725414745,,
2022-01-25,410.9736022949219,415.93967913794035,404.0494653685355,409.6398524787366,167997300,418.245849609375,429.1920166015625,,,,428.0195211000158,437.02498490851355,-9.005463808497723,-5.697221448684041,-3.308242359813682,-29.361419677734375,-6.667972841723602,,8.78623965072677,12.989591740800194,,,,,,,,-0.0122842067146436,-1.220906385221054,2.893181874214935,0.325590835001706,,
2022-01-26,409.9425354003906,420.0260392062578,405.66696143338,416.885580014085,186391100,414.7705383300781,425.7517059326172,,,,425.23844637699654,435.01887753754147,-9.780431160544936,-6.51386339105622,-3.2665677694887156,-34.403106689453125,-7.742420186152528,,9.15650030025346,15.083678412778312,,,,,,,,-0.0025119921252960086,-0.2508839713241091,3.5027050215351054,-1.6654556901344018,,
2022-01-27,407.9183044433594,417.7085767658078,406.2251293704537,414.55867762115867,149878300,411.83629150390624,421.9888458251953,,,,422.573809156437,433.0114276787132,-10.437618522276182,-7.298614417300213,-3.139004104975969,-37.62860107421875,-8.445485897945304,,9.612566568763283,14.588834149648761,,,,,,,,-0.004950072168178127,-0.49378407513974726,2.8151341261883904,-1.6017933132900297,,
2022-01-28,418.049072265625,418.0963566867088,404.6832271039297,409.2803813325248,164457400,412.58734741210935,419.85296020507815,,,,421.87769578861975,431.90310505552145,-10.025409266901704,-7.843973387220511,-2.1814358796811932,-21.358856201171875,-4.860826311372718,,10.263222207068436,30.1086811464981,,,,,,,,0.024531903251667406,2.4835286163708576,3.2085060038732753,2.142465491395236,,
2022-01-31,425.57861328125,425.9285988508346,416.0248212857858,417.37747913959595,152251400,414.4924255371094,418.4520538330078,431.19547271728516,,,422.44706771056286,431.4346241833532,-8.987556472790345,-8.072690004334477,-0.9148664684558678,-14.009063720703125,-3.1868645218280043,14.556232246779203,10.329442020353403,38.53945058153866,431.19547271728516,460.30793721084353,402.0830082237268,58.224928987116755,0.40353170826059775,124258390.0,1.2252806430213685,0.017850862617049556,1.801114155048475,2.327132345464868,1.9649201386141637,-1.30262486306712,
2022-02-01,428.4542541503906,429.0974724898934,422.76926865051064,426.30699838494866,123155400,417.9885559082031,418.11720275878906,430.02442474365233,,,423.37125023976716,431.2138560327634,-7.84260579299621,-8.026673162066825,0.18406736907061472,-3.3485107421875,-0.7754722791134806,13.72326026821152,10.254443101329239,37.43648019069816,430.02442474365233,457.4709452800754,402.57790420722927,54.89304107284613,0.47139581698201044,126782750.0,0.9713892465654831,0.006734288214127899,0.6757014519524773,1.476984713789656,0.5036876648933242,-0.36513521160983425,
2022-02-02,432.6163024902344,433.3446501355986,428.5488311940209,430.8663455876293,117361000,422.5233093261719,418.646923828125,429.06905364990234,,,424.79356597060826,431.317740955539,-6.524174984930767,-7.726173526639614,1.2019985417088472,5.297210693359375,1.2396381989591492,12.76473992775857,10.315926705927922,40.23441461341455,429.06905364990234,454.5985335054195,403.5395737943852,51.05895971103428,0.5694735823136138,129091865.0,0.9091277750151027,0.009667223484657577,0.9714102029624941,1.1085617703197745,0.40614843106820103,0.8267314573626647,
2022-02-03,422.4476318359375,428.4731341093042,421.60574966980835,426.5623872138765,118024400,425.4291748046875,418.6327331542969,428.03895111083983,,,424.4326530268128,430.66069583556856,-6.228042808755788,-7.426547383062849,1.1985045743070613,-0.14190673828125,-0.03358027715499804,12.403302061910479,10.46457467473086,37.92597620021125,428.03895111083983,452.84555523466076,403.2323469870189,49.613208247641865,0.38730179981521173,129766140.0,0.9095161495903322,-0.023785706916972835,-2.350505654956546,1.6256179279903997,-0.9646315524476543,-1.3062641286247034,
2022-02-04,424.4340515136719,428.2933900112805,419.8273997309541,422.21113512307284,118454400,426.7061706542969,419.6467590332031,427.1289764404297,,,424.43286817863725,430.1994629228355,-5.766594744198244,-7.0945568552899285,1.3279621110916846,10.1402587890625,2.447600945786548,11.934973360765937,10.718622256717847,39.482684853747905,427.1289764404297,450.99892316196156,403.25902971889786,47.73989344306369,0.4435498336423415,131345915.0,0.9018506590022233,0.004691147204368968,0.4702167861851867,1.994653880887716,0.5264940229373789,-0.6309393825763276,
2022-02-07,423.0718688964844,426.60012935663235,421.7381192397867,425.20018728899146,84472900,426.20482177734374,420.34862365722654,426.23839111328124,,,424.2234836736906,429.67149299495765,-5.448009321267023,-6.765247348485348,1.317238027218325,7.018646240234375,1.6869587490332447,11.511633650635027,10.430116540519204,43.34723908119748,426.23839111328124,449.2616584145513,403.2151238120112,46.04653460254008,0.4312321275829042,131313980.0,0.6432894654476241,-0.0032145705590668947,-0.3209409358955784,1.149216120071373,-0.5005450270558207,-0.7428993452528535,
