entry_idx,exit_idx,entry_price,exit_price,position,pnl,return_pct,prediction,correct
22357,22417,531.75,530.27,5,-7.500000000000091,-0.2820874471086071,0.036715347410863255,False
22419,22479,530.69,529.38,5,-6.650000000000295,-0.25061712110649514,0.03585108459898423,False
22500,22560,529.29,530.2,5,4.45000000000041,0.16814978556180582,0.03778188834289045,True
22560,22620,530.2,532.47,-7,-16.029999999999873,-0.4319124858543911,-0.05146807129879768,False
22620,22680,532.47,530.17,-9,20.520000000000614,0.4281931376415701,-0.07607414366438243,True
22680,22740,530.17,531.58,5,6.95000000000041,0.2621800554539265,0.03785138674279132,True
22741,22801,531.91,532.84,-9,-8.550000000000573,-0.17860164313512883,-0.07273085874079774,False
22803,22863,531.9174,532.8,-7,-6.318199999999379,-0.1696880004301253,-0.04632582698999657,False
22869,22929,532.93,532.9,5,-0.2499999999998636,-0.009382095209497069,0.040167349186638314,False
22930,22990,532.83,532.54,5,-1.5500000000003866,-0.05817990728751709,0.03554091306700235,False
23010,23070,532.5013,534.29,5,8.843499999999745,0.3321494238605519,0.03680408519488367,True
23121,23181,533.39,534.24,5,4.150000000000114,0.15560846660042799,0.03645472790079909,True
23222,23282,534.73,534.01,-5,3.5000000000001363,0.13090718680456068,-0.036115453239439786,True
23282,23342,534.01,534.28,7,1.7499999999998728,0.04681560270406581,0.04798761700513983,True
23342,23402,534.28,532.6801,9,-14.579099999999407,-0.30319308227894254,0.0734051439848172,False
23402,23462,532.6801,533.88,-9,-10.979099999999612,-0.2290117464496903,-0.13372103735345886,False
23491,23551,533.16,532.42,-7,5.040000000000063,0.1350438892640125,-0.046646999787294065,True
23602,23662,532.8201,532.08,5,-3.80049999999992,-0.142656029680559,0.03558901110492125,False
23673,23733,533.25,533.0995,7,-1.193499999999758,-0.03197374589779005,0.05376965944175558,False
23752,23812,533.3,533.19,-5,0.44999999999949974,0.016876054753403327,-0.03669234795948668,True
23814,23874,535.62,534.01,-9,14.310000000000123,0.2968522459952977,-0.0772091938144657,True
23874,23934,534.01,534.27,5,1.1999999999999547,0.044942978595904744,0.04255802619609919,True
23958,24018,534.72,536.28,-9,-14.219999999999509,-0.29548174745660255,-0.1070395480426739,False
24020,24080,536.2815,537.449,5,5.737499999999523,0.21397344491650458,0.03482322947795103,True
24131,24191,538.335,539.2833,7,6.498100000000122,0.17243909461580936,0.058738556189358554,True
24195,24255,539.05,540.98,5,9.550000000000319,0.3543270568593013,0.0395241684592111,True
24255,24315,540.98,540.65,7,-2.4500000000002866,-0.06469740101298402,0.052508630918026454,False
24323,24383,540.75,541.28,7,3.569999999999809,0.09431345353674946,0.04525440715128762,True
24411,24471,541.16,541.61,5,2.1500000000002273,0.07945894005470573,0.03488887943748275,True
24488,24548,541.511,541.62,5,0.4450000000001864,0.016435492538477942,0.03584506324983479,True
24549,24609,541.57,541.64,5,0.24999999999968164,0.009232416862074398,0.0359667805037118,True
24609,24669,541.64,542.31,5,3.2499999999997953,0.1200059079831547,0.04066297509521769,True
24691,24751,542.06,542.21,5,0.6500000000004548,0.023982584953711947,0.039122307481046205,True
24753,24813,542.16,542.8252,5,3.2260000000001354,0.11900545964291485,0.042412436422345594,True
24827,24887,542.27,540.23,-5,10.099999999999818,0.3725081601416202,-0.04044158588396725,True
24887,24947,540.23,543.7299,-7,-24.639300000000176,-0.6515558188179156,-0.05566724833713237,False
24948,25008,543.7,542.75,5,-4.850000000000227,-0.17840720985838615,0.04038866175187619,False
25024,25084,542.6,543.23,-7,-4.549999999999969,-0.11979358643567924,-0.04906471293510941,False
25087,25147,543.4899,543.83,5,1.6005000000000336,0.05889713865887971,0.03685803078355984,True
25155,25215,543.965,544.18,5,0.9749999999995907,0.035847894625558284,0.03744843304698901,True
25218,25278,544.25,544.43,-5,-0.9999999999997499,-0.036747818098291224,-0.04160697877208179,False
25283,25343,544.35,544.27,5,-0.5000000000002046,-0.018370533664010456,0.03636651794626523,False
25343,25403,544.27,544.86,5,2.850000000000159,0.10472743307550147,0.0359667805037118,True
25421,25481,544.44,545.28,5,4.099999999999591,0.15061347439569434,0.04082438149503198,True
25489,25549,545.33,548.98,-9,-33.029999999999795,-0.6729869986980318,-0.09758853244871836,False
25577,25637,549.98,550.5,7,3.4999999999998725,0.09091239681442631,0.04337609244843148,True
25637,25697,550.5,551.51,5,4.949999999999955,0.17983651226157873,0.03486950024644501,True
25714,25774,551.91,551.48,5,-2.24999999999975,-0.08153503288578755,0.036018223794616666,False
25787,25847,551.61,552.5701,5,4.700500000000057,0.17042838237160518,0.03774573556461883,True
25913,25973,552.94,552.94,5,-0.1,-0.003617028972402069,0.03864482123915888,False
26020,26080,552.87,553.18,5,1.449999999999727,0.052453560511502774,0.0348133902719225,True
26117,26177,553.72,553.81,-7,-0.769999999999427,-0.01986563606153257,-0.04603379376900218,False
26178,26238,553.54,552.73,5,-4.149999999999727,-0.14994399682045478,0.036982572538234365,False
26242,26302,552.74,552.31,5,-2.2500000000003184,-0.08141259905200704,0.03553626513679853,False
26302,26362,552.31,550.55,5,-8.899999999999954,-0.3222827759772575,0.038753096740679616,False
26375,26435,550.94,552.6999,5,8.699499999999512,0.3158057138708212,0.03561774976706269,True
26445,26505,553.455,552.235,7,-8.680000000000192,-0.22404712216892564,0.05461573669917391,False
26529,26589,553.0144,554.02,5,4.927999999999793,0.17822320720761675,0.03537493307771071,True
26609,26669,554.4699,554.27,5,-1.0995000000003528,-0.03965950180525048,0.03545046673661688,False
26709,26769,554.11,554.19,5,0.3000000000002046,0.010828174911126115,0.0348133902719225,True
26796,26856,554.35,554.55,5,0.899999999999659,0.032470460900141024,0.038045131000194535,True
26866,26926,554.35,553.58,5,-3.949999999999909,-0.1425092450617808,0.03522558777464717,False
26926,26986,553.58,554.5,5,4.499999999999796,0.16257812782252956,0.03662839709197978,True
27127,27187,555.14,554.95,-5,0.8499999999997044,0.030622905933627716,-0.035458872416908004,True
27194,27254,555.45,556.49,5,5.0999999999998185,0.183634890629213,0.03624866944568624,True
27254,27314,556.49,556.594,5,0.42000000000020915,0.015094610864533385,0.035046477491367106,True
27315,27375,556.45,557.03,5,2.799999999999636,0.10063797286367637,0.035070086890270157,True
27462,27522,558.19,558.2,5,-0.05000000000004548,-0.0017915046847863801,0.03495500985140024,True
27535,27595,558.99,559.08,5,0.35000000000015913,0.012522585377203854,0.03627922866247672,True
27626,27686,559.09,559.37,5,1.2999999999998635,0.046504140657134395,0.036458561743029444,True
27695,27755,560.32,559.72,-9,5.220000000000205,0.10351227869789098,-0.060501050070787786,True
27797,27857,559.95,559.75,5,-1.1000000000002272,-0.0392892222519949,0.0348133902719225,False
27857,27917,559.75,559.47,7,-2.099999999999809,-0.05359535506922246,0.053792054121030115,False
27922,27982,559.74,558.23,7,-10.709999999999937,-0.2733411941258425,0.04324418069409624,False
28047,28107,558.01,558.47,5,2.200000000000182,0.07885163348327742,0.0409802946249757,True
28110,28170,558.45,558.3501,5,-0.5995000000002392,-0.021470140567651147,0.03573322481229279,False
28201,28261,559.37,558.795,9,-5.355000000000409,-0.10636966587411649,0.07271447650961158,False
28339,28399,558.75,558.6,5,-0.8499999999998863,-0.030425055928407566,0.0348133902719225,False
28399,28459,558.6,558.9,5,1.3999999999997725,0.05012531328319988,0.04024360319933136,True
28459,28519,558.9,559.6,-5,-3.6000000000002275,-0.12882447665057173,-0.037092085402040106,False
28520,28580,559.68,559.5496,-5,0.5519999999994752,0.01972555746138777,-0.03879417985854607,True
28593,28653,559.94,559.925,-5,-0.02499999999949978,-0.0008929528163553158,-0.0348819776968611,True
28655,28715,559.92,561.82,5,9.400000000000455,0.3357622517502663,0.037700737794461356,True
28716,28776,561.96,559.78,9,-19.800000000000573,-0.39148693857215167,0.09244956834451858,False
28816,28876,559.4,560.12,5,3.5000000000001363,0.12513407222024084,0.03503069910376922,True
28914,28974,561.18,560.63,-9,4.769999999999591,0.09444385045795547,-0.401726932338676,True
29030,29090,560.93,560.79,5,-0.7999999999999318,-0.028524058260386568,0.04286595348011627,False
29098,29158,560.62,560.93,5,1.449999999999727,0.05172844350896247,0.03636651794626523,True
29179,29239,561.17,561.54,5,1.7500000000000226,0.06236969189372286,0.035563534360502205,True
29306,29366,562.31,562.27,-5,0.0999999999998181,0.00355675694900742,-0.03669234795948668,True
29398,29458,562.67,561.01,5,-8.39999999999984,-0.2985764302344124,0.0395241684592111,False
29492,29552,560.33,558.49,5,-9.300000000000159,-0.33194724537326786,0.03534417150129563,False
29552,29612,558.49,557.38,5,-5.650000000000068,-0.20233128614657622,0.0378578648816606,False
29630,29690,556.23,556.7042,9,4.087799999999966,0.0816568685615656,0.20395882582809444,True
29853,29913,556.22,557.09,7,5.950000000000031,0.15281723059221253,0.04474989403749683,True
29984,30044,558.93,559.26,-5,-1.7500000000002047,-0.06261964825649742,-0.038607983697019364,False
30078,30138,559.53,559.86,-9,-3.1500000000003685,-0.06255249941916269,-0.2650729123284324,False
30164,30224,559.18,562.74,-9,-32.22000000000053,-0.6402231839479343,-0.06179277893046288,False
30224,30284,562.74,561.74,-9,8.82,0.1741479191100686,-0.06783026440564957,True
30299,30359,560.46,557.75,5,-13.650000000000182,-0.4870998822395954,0.04270516321851576,False
30359,30419,557.75,560.66,-7,-20.509999999999778,-0.5253249663827824,-0.04600250391286188,False
30423,30483,560.4761,561.03,5,2.6694999999999935,0.09525829914959777,0.0395241684592111,True
30506,30566,561.12,561.9,5,3.7999999999998635,0.13544339891644794,0.03510506417835239,True
30566,30626,561.9,562.1,5,0.9000000000002274,0.032034169781107937,0.03603765710783663,True
30626,30686,562.1,562.3294,5,1.0469999999997073,0.03725315780109259,0.03637187183730821,True
30695,30755,562.73,562.97,-9,-2.340000000000082,-0.0462033301938779,-0.08668989098752146,False
30771,30831,563.08,563.22,5,0.5999999999999318,0.02131135895432023,0.0359667805037118,True
30841,30901,563.07,563.13,5,0.19999999999972712,0.007103912479788555,0.035091994158027794,True
30939,30999,562.73,560.66,5,-10.45000000000025,-0.37140369271232204,0.03711853128183665,False
31005,31065,560.98,559.975,5,-5.124999999999977,-0.1827159613533451,0.036478638736962776,False
31070,31130,560.36,560.9313,5,2.7564999999997553,0.09838318223997983,0.03560479898021979,True
31147,31207,560.76,560.6551,5,-0.6245000000002164,-0.022273343319788017,0.0407940326447748,False
31213,31273,560.79,560.46,5,-1.7499999999996363,-0.06241195456408411,0.0378578648816606,False
31304,31364,560.17,560.05,5,-0.7000000000000227,-0.02499241301747765,0.035812102433143464,False
31364,31424,560.05,559.94,5,-0.6499999999994998,-0.02321221319523256,0.0359667805037118,False
31429,31489,560.24,561.44,-5,-6.100000000000227,-0.21776381550764767,-0.03533155454226672,False
31497,31557,560.77,560.36,5,-2.149999999999841,-0.07668027890221807,0.03861796563018089,False
31581,31641,559.99,559.255,5,-3.7750000000000683,-0.1348238361399335,0.04041607539989017,False
31675,31735,560.03,561.84,5,8.950000000000296,0.3196257343356712,0.036542876584242594,True
31735,31795,561.84,560.48,5,-6.900000000000068,-0.24562152926100198,0.03545046673661688,False
31804,31864,561.1206,561.23,5,0.4470000000002528,0.01593240383618968,0.03873303851038883,True
31890,31950,561.67,561.72,5,0.15000000000034105,0.00534121459221041,0.03577020914356157,True
31962,32022,561.65,561.44,5,-1.1499999999996133,-0.04095077005251005,0.03522558777464717,False
32067,32127,561.49,560.7,5,-4.049999999999818,-0.14425902509393998,0.03522558777464717,False
32132,32192,560.7399,561.69,7,6.510700000000142,0.1658701298052841,0.04810907302679794,True
32213,32273,562.13,561.56,-5,2.75000000000025,0.09784213616068346,-0.03843082641952589,True
32274,32334,561.53,561.41,5,-0.7000000000000227,-0.024931882535217095,0.04026323765266426,False
32343,32403,561.12,560.9,5,-1.2000000000001363,-0.04277159965783206,0.03482585033209374,False
32434,32494,560.2399,557.98,7,-15.959300000000113,-0.4069506652418038,0.04313640389895697,False
32526,32586,557.43,557.92,5,2.3500000000000454,0.08431551943741979,0.0369999518096998,True
32596,32656,557.83,555.97,5,-9.400000000000068,-0.33702023914095935,0.038718369106343825,False
32687,32747,557.38,558.665,9,11.384999999999714,0.22695468082815462,0.06100561730027124,True
32751,32811,557.63,556.92,-7,4.830000000000254,0.12373796244822487,-0.05088539191957273,True
32811,32871,556.92,555.29,-9,14.48999999999996,0.2890899949723471,-0.06222857320601935,True
32874,32934,555.82,554.55,9,-11.61000000000086,-0.2320895253859335,0.1944018547019106,False
32938,32998,554.52,557.97,5,17.150000000000226,0.6185529827598725,0.0359667805037118,True
33038,33098,559.0,559.53,-5,-2.7499999999998637,-0.09838998211090746,-0.036115453239439786,False
33105,33165,559.26,559.64,5,1.7999999999999772,0.06437077566784598,0.03883666383319878,True
33173,33233,560.11,560.12,7,-0.07000000000006366,-0.0017853635892965836,0.04423097314198446,True
33267,33327,560.24,561.8,-7,-11.059999999999619,-0.2820219905754579,-0.052682667097994094,False
33330,33390,562.03,562.25,-7,-1.680000000000191,-0.04270234684981714,-0.057288383168409195,False
33413,33473,562.28,562.865,5,2.825000000000182,0.10048374475351007,0.036646660142700765,True
33479,33539,562.76,562.15,5,-3.1500000000000683,-0.11194825502878912,0.03770655957408469,False
33566,33626,561.4299,559.18,7,-15.889300000000176,-0.40430693128385664,0.043690579859564774,False
33649,33709,558.36,559.05,-7,-4.969999999999587,-0.12715810588149956,-0.046334513719678214,False
33722,33782,559.06,558.93,5,-0.7499999999999772,-0.02683075161878787,0.03522558777464717,False
33782,33842,558.93,560.8,5,9.250000000000023,0.33098956935573415,0.0359667805037118,True
33910,33970,561.16,560.87,-5,1.349999999999818,0.048114619716295465,-0.03788814600194124,True
33975,34035,560.8,561.6,5,3.900000000000341,0.13908701854494795,0.0356614994196299,True
34044,34104,561.64,561.03,-7,4.130000000000095,0.10504949789901245,-0.05159265084697365,True
34108,34168,560.16,559.04,7,-7.980000000000032,-0.20351328191945242,0.043688014153301494,False
34171,34231,558.4101,559.12,7,4.829299999999634,0.12354719228752267,0.047577070339822496,True
34231,34291,559.12,558.71,5,-2.149999999999841,-0.0769065674631507,0.04161941753541343,False
34291,34351,558.71,560.775,5,10.224999999999705,0.36602172862485743,0.036571743347643675,True
34359,34419,560.73,563.49,5,13.699999999999955,0.4886487257681934,0.03545046673661688,True
34472,34532,563.31,563.51,5,0.9000000000002274,0.03195398625979398,0.03522558777464717,True
34539,34599,563.45,561.85,5,-8.100000000000113,-0.28751442009051786,0.0359667805037118,False
34599,34659,561.85,560.95,5,-4.599999999999886,-0.16374477173622448,0.04228713880508548,False
34659,34719,560.95,561.01,7,0.279999999999618,0.007130760317309105,0.04474535280547868,True
34736,34796,560.72,561.19,5,2.2500000000001363,0.08025395919532514,0.03592408708545461,True
34799,34859,560.82,558.36,5,-12.400000000000182,-0.4422096216254834,0.03711853128183665,False
34859,34919,558.36,555.44,-7,20.299999999999713,0.5193781789526397,-0.054550494416470016,True
34934,34994,556.28,555.67,5,-3.1500000000000683,-0.1132523189760577,0.04002669810467484,False
35005,35065,556.23,555.6701,5,-2.8994999999998528,-0.10425543390323616,0.03617313578678006,False
35065,35125,555.6701,553.18,5,-12.550500000000488,-0.45172486336768836,0.03804449341527211,False
35200,35260,551.28,551.42,-7,-1.1199999999999044,-0.029023363807862856,-0.04654226661698555,False
35262,35322,551.33,551.35,5,-9.0951551845464e-14,-3.299350728074438e-15,0.03979350417749305,True
35322,35382,551.35,551.28,5,-0.45000000000025014,-0.01632356942052236,0.0373915577219048,False
35392,35452,551.2902,550.25,5,-5.301000000000135,-0.19231250619002968,0.0359667805037118,False
35452,35512,550.25,550.05,5,-1.1000000000002272,-0.03998182644253438,0.03545667486938865,False
35512,35572,550.05,549.85,5,-1.0999999999996588,-0.03999636396689969,0.035132038922943316,False
35574,35634,550.23,550.499,-9,-2.6010000000000493,-0.05252349017683614,-0.20174373315597216,False
35666,35726,551.39,553.0329,-5,-8.31450000000027,-0.30158327136873253,-0.04217680757308166,False
35726,35786,553.0329,552.11,-9,8.126100000000243,0.16326334292227945,-0.07355932377949488,True
35786,35846,552.11,552.95,-5,-4.300000000000159,-0.15576606111101624,-0.04094963184355681,False
35847,35907,552.8601,551.14,7,-12.180700000000016,-0.31474508650561006,0.05482609278169861,False
35910,35970,551.05,550.5001,7,-3.9892999999998575,-0.10342074221939565,0.04767850481069212,False
35983,36043,550.28,551.635,7,9.345000000000127,0.24260376535582212,0.04566917573363623,True
36043,36103,551.635,550.66,9,-8.955000000000204,-0.18037289149528632,0.07657337275247243,False
36117,36177,550.63,550.54,5,-0.5500000000001591,-0.01997711712039515,0.04087006451688909,False
36177,36237,550.54,551.57,5,5.050000000000432,0.18345624296147173,0.03557484086139783,True
36243,36303,551.38,551.45,5,0.2500000000002501,0.009068156262477785,0.04107013800118261,True
36315,36375,551.12,549.66,5,-7.4000000000001815,-0.268544055741043,0.03595213175460529,False
36375,36435,549.66,550.95,5,6.350000000000387,0.23105192300696387,0.036273927830812555,True
36448,36508,551.32,553.01,-9,-15.389999999999468,-0.31016469563954524,-0.11039948948546971,False
36518,36578,551.42,547.79,-5,18.049999999999976,0.654673388705523,-0.03833389266589327,True
36590,36650,547.75,549.14,5,6.849999999999932,0.2501141031492445,0.04171714423263886,True
36650,36710,549.14,550.31,-7,-8.329999999999714,-0.21670248024182526,-0.05561756153303846,False
36710,36770,550.31,550.38,7,0.35000000000035014,0.009085788010403233,0.05736146464223504,True
36783,36843,549.76,549.98,5,1.0000000000001366,0.03637951105937633,0.04154459302717497,True
36856,36916,549.4,549.04,5,-1.9000000000000683,-0.06916636330542658,0.0353018025148841,False
36916,36976,549.04,548.84,5,-1.0999999999996588,-0.04006994025934937,0.03482585033209374,False
36976,37036,548.84,545.71,5,-15.749999999999977,-0.5739377596385095,0.0373915577219048,False
37036,37096,545.71,546.09,5,1.7999999999999772,0.06596910446940599,0.0423372859885157,True
37147,37207,546.73,549.82,-5,-15.550000000000159,-0.5688365372304486,-0.036115453239439786,False
37207,37267,549.82,548.7016,-9,9.885600000000586,0.19977447164527756,-0.06855776296360545,True
37267,37327,548.7016,541.77,-7,48.38120000000002,1.2596281840621575,-0.0496411744429122,True
37327,37387,541.77,541.09,-9,5.93999999999955,0.12182291378259225,-0.21563137768864069,True
37387,37447,541.09,539.82,-7,8.749999999999872,0.23101517307656427,-0.054576397892201575,True
37462,37522,541.22,539.96,5,-6.399999999999954,-0.23650271608587833,0.03804449341527211,False
37530,37590,539.87,541.04,7,8.049999999999713,0.21301424416988513,0.04523989475987608,True
37598,37658,541.75,539.0282,-7,18.91260000000021,0.4987171204430143,-0.05416226276696486,True
37666,37726,538.52,539.03,5,2.4499999999999544,0.09099012107256758,0.03799219520794635,True
37726,37786,539.03,538.72,5,-1.6499999999997272,-0.06122108231451784,0.039033847222805146,False
37788,37848,538.74,543.22,5,22.300000000000093,0.8278575936444331,0.035091994158027794,True
37927,37987,543.98,544.03,5,0.14999999999977262,0.005514908636338564,0.03843692639064535,True
37987,38047,544.03,543.65,5,-1.9999999999999774,-0.07352535705751438,0.03632382452800804,False
38048,38108,543.63,545.2,5,7.7500000000002505,0.28512039438589665,0.0348133902719225,True
38114,38174,545.1382,544.0899,5,-5.341500000000201,-0.19596865528778576,0.035334261327574945,False
38177,38237,543.31,545.99,5,13.300000000000319,0.489591577552422,0.04239885313573609,True
38245,38305,546.17,547.635,5,7.2250000000001595,0.2645696394895421,0.03881356334658354,True
38328,38388,547.03,544.89,7,-15.119999999999905,-0.3948595141034288,0.04913310504859221,False
38459,38519,546.05,547.33,9,11.340000000000778,0.23074809999085916,0.05944286619588372,True
38583,38643,547.18,547.3,5,0.5000000000000228,0.01827552176614726,0.03522558777464717,True
38646,38706,547.2,545.25,5,-9.850000000000227,-0.3600146198830492,0.04087006451688909,False
38708,38768,545.58,546.32,5,3.6000000000000454,0.13196964698119598,0.04186107258123479,True
38790,38850,546.07,548.06,5,9.849999999999477,0.36075960957384495,0.03639074029953736,True
38853,38913,548.14,548.2808,-5,-0.8040000000000646,-0.02933557120443918,-0.036115453239439786,False
38933,38993,547.36,546.4801,7,-6.2993000000001445,-0.16440733703595817,0.05134803553485471,False
39014,39074,547.58,544.2249,5,-16.875499999999967,-0.6163665583111131,0.039590454466591415,False
39102,39162,545.76,546.94,5,5.800000000000319,0.21254763998828488,0.03640200946987954,True
39167,39227,546.99,548.2199,5,6.049500000000217,0.2211923435529065,0.03545046673661688,True
39298,39358,548.72,548.55,7,-1.3300000000005092,-0.0346260387811767,0.043483852384656935,False
39371,39431,548.38,548.23,5,-0.8499999999998863,-0.0310004011816582,0.0348133902719225,False
39433,39493,547.71,547.25,9,-4.320000000000327,-0.08763761844772532,0.30533742172388706,False
39493,39553,547.25,548.3,5,5.149999999999773,0.18821379625398896,0.03519734353575827,True
39592,39652,548.54,548.7,-9,-1.6200000000007366,-0.032814379990535214,-0.07869570559815516,False
39658,39718,546.505,540.93,-9,49.99500000000042,1.0164591357810169,-0.1282083283111851,True
39718,39778,540.93,542.85,-9,-17.460000000000655,-0.35864159872812984,-0.08200403803611925,False
39780,39840,543.27,547.0375,5,18.737500000000203,0.6898043330204209,0.036280201172764065,True
39840,39900,547.0375,548.9995,-9,-17.8379999999999,-0.36231519776980353,-0.08832902532455515,False
39900,39960,548.9995,551.51,5,12.452499999999896,0.45364340040382173,0.03624866944568624,True
39961,40021,551.65,553.18,5,7.549999999999864,0.27372428170034857,0.03577869681284747,True
40040,40100,554.86,554.36,9,-4.68,-0.09371733410229607,0.0933451178680578,False
40113,40173,554.39,554.38,5,-0.14999999999995453,-0.005411353018631452,0.042412436422345594,False
40177,40237,554.33,555.35,5,4.999999999999909,0.18039795789511337,0.03636651794626523,True
40292,40352,555.56,555.93,5,1.7500000000000226,0.06299949600403279,0.03492497250079065,True
40353,40413,556.08,555.14,-9,8.280000000000491,0.1654438210329547,-0.09953465325726149,True
40413,40473,555.14,553.583,7,-11.039000000000115,-0.2840724862196953,0.054549221537445756,False
40473,40533,553.583,554.21,-7,-4.529000000000465,-0.1168749762908302,-0.05666397175078346,False
40533,40593,554.21,554.49,-9,-2.6999999999997546,-0.05413110553760717,-0.0617133474616276,False
40625,40685,555.24,557.88,5,13.099999999999932,0.471868021035946,0.0391600945526575,True
40688,40748,558.08,559.2468,7,8.027599999999765,0.20549025229357193,0.043599856352092875,True
40757,40817,559.13,559.0402,5,-0.5489999999998417,-0.019637651351200675,0.037292082212739566,False
40838,40898,558.4281,558.38,5,-0.3404999999998836,-0.0121949450609625,0.042526255676295005,False
40903,40963,558.45,559.2,5,3.65,0.130718954248366,0.03555091388590502,True
40965,41025,559.33,559.7,-5,-1.9500000000000228,-0.06972627965601783,-0.038607983697019364,False
41054,41114,560.48,560.05,-5,2.0500000000003182,0.0731515843562774,-0.036515190681993215,True
41114,41174,560.05,560.13,5,0.3000000000002046,0.010713329167045964,0.035923790634901934,True
41175,41235,560.09,561.11,5,4.999999999999909,0.17854273420342834,0.03840144385781326,True
41235,41295,561.11,562.1298,7,6.9986000000002235,0.17818253105452264,0.04560607057110072,True
41326,41386,562.11,561.75,-9,3.0600000000001226,0.060486381669070756,-0.09509184857135955,True
41390,41450,561.66,562.61,5,4.650000000000228,0.1655806003632172,0.039786812321956945,True
41470,41530,562.87,561.77,5,-5.600000000000113,-0.19898022634001147,0.03545046673661688,False
41562,41622,561.595,561.83,7,1.5050000000000956,0.03828381662942399,0.046002736684987104,True
41648,41708,561.58,561.7,5,0.5000000000000228,0.017806901955198646,0.039522044923599634,True
41721,41781,561.45,562.0,7,3.7099999999996816,0.09439843262978972,0.05748781111341149,True
41788,41848,561.77,561.43,7,-2.520000000000223,-0.06408316570839168,0.04364584658841823,False
41848,41908,561.43,561.45,7,6.684756914676626e-13,1.7009516298117885e-14,0.0473387164157687,True
41908,41968,561.45,562.43,5,4.799999999999523,0.17098584023508853,0.03522558777464717,True
41991,42051,560.1399,561.25,-9,-10.170899999999897,-0.20175316916363012,-0.2469481671691359,False
42053,42113,560.85,561.26,5,1.9499999999998407,0.06953730944102134,0.03567876111542165,True
42118,42178,561.25,562.11,5,4.200000000000069,0.1496659242761717,0.03617313578678006,True
42178,42238,562.11,562.28,5,0.7499999999997954,0.02668516838340522,0.03510506417835239,True
42260,42320,562.58,562.51,5,-0.45000000000025014,-0.01599772476804188,0.035531904571447136,False
42349,42409,562.48,562.11,5,-1.9500000000000228,-0.06933579860617348,0.042412436422345594,False
42409,42469,562.11,562.5,7,2.5899999999999044,0.0658234153457484,0.05273619283271778,True
42482,42542,562.52,564.72,5,10.900000000000228,0.3875417762924066,0.036458561743029444,True
42591,42651,564.4,565.08,7,4.620000000000445,0.1169383416017122,0.04890799531015445,True
42767,42827,565.83,565.5398,7,-2.17140000000019,-0.054822119717941264,0.05113800040408159,False
42882,42942,564.8,561.81,7,-21.070000000000064,-0.5329320113314465,0.046425650887200014,False
42965,43025,562.95,562.65,5,-1.6000000000003411,-0.056843414157574955,0.0378578648816606,False
43035,43095,562.62,562.04,5,-3.0000000000002047,-0.10664391596460149,0.04211299837532472,False
43117,43177,563.1,563.05,5,-0.3500000000003411,-0.012431184514307978,0.03637312136502092,False
43177,43237,563.05,563.33,5,1.300000000000432,0.04617707130806969,0.03582853502915202,True
43252,43312,563.05,563.69,5,3.1000000000005,0.11011455465768583,0.04070962145085916,True
43368,43428,563.52,563.75,5,1.050000000000091,0.03726575809199642,0.03656972775821665,True
43458,43518,562.92,562.76,-5,0.6999999999998409,0.024870319050658743,-0.03977873310201822,True
43543,43603,562.77,561.92,5,-4.350000000000113,-0.15459246228477402,0.037569210368915376,False
43626,43686,562.55,563.4601,5,4.450500000000284,0.15822593547241257,0.03705966217259124,True
43727,43787,567.25,563.3105,-9,35.275499999999575,0.6909651828999476,-0.4312714421924058,True
43788,43848,562.5,561.34,-9,10.259999999999714,0.20266666666666103,-0.14272427755572187,True
43848,43908,561.34,562.2,-9,-7.9200000000001225,-0.15676773434995075,-0.07104199856342447,False
43910,43970,562.19,563.18,5,4.849999999999477,0.1725395328981119,0.03636651794626523,True
44012,44072,563.12,568.22,5,25.400000000000116,0.9021167779514178,0.03845199465002478,True
44131,44191,569.96,570.43,-5,-2.449999999999568,-0.08597094532948164,-0.03669234795948668,False
44232,44292,570.3,570.37,5,0.2500000000002501,0.00876731544801859,0.036058824300476015,True
44295,44355,570.36,570.03,5,-1.7500000000002047,-0.06136475208640875,0.039522044923599634,False
44367,44427,568.56,570.24,-9,-15.300000000000573,-0.2990009849444322,-0.24478909992000017,False
44449,44509,569.65,571.25,-5,-8.100000000000113,-0.2843851487755679,-0.04031787711151075,False
44511,44571,571.32,571.63,5,1.449999999999727,0.0507596443324136,0.034836956874937916,True
44577,44637,571.92,571.17,-7,5.109999999999999,0.12764022940271366,-0.04359781509881245,True
44639,44699,571.0,571.24,-7,-1.8200000000000638,-0.045534150612961316,-0.04367320622933195,False
44701,44761,570.8032,570.65,-9,1.1987999999997283,0.02333553841323416,-0.08174792393786548,True
44765,44825,570.69,570.5,5,-1.0500000000002727,-0.03679756084740481,0.0348133902719225,False
44825,44885,570.5,570.33,5,-0.9499999999997953,-0.03330411919368257,0.04130853356949047,False
44886,44946,570.44,568.27,7,-15.33000000000051,-0.3839141715167367,0.04382623662525987,False
44953,45013,568.25,568.11,5,-0.7999999999999318,-0.028156621205452946,0.03636651794626523,False
45014,45074,568.09,568.55,5,2.1999999999996134,0.07745251632662475,0.035906538403116674,True
45074,45134,568.55,567.97,-5,2.799999999999636,0.09849617447892484,-0.03879417985854607,True
45136,45196,567.89,566.81,5,-5.500000000000204,-0.19369948405501786,0.0392561043505818,False
45228,45288,567.36,567.31,5,-0.3500000000003411,-0.012337845459684893,0.036321563854458894,False
45289,45349,567.26,568.13,5,4.250000000000023,0.14984310545428983,0.03804449341527211,True
