Date,Predicted_Price,Actual_Price,Predicted_Change,Actual_Change,Predicted_Change_Pct,Signal,Signal_Strength,Mean_Reversion_Signal,Signal_Source
2025-08-20,634.1577767461664,634.470947265625,-0.31317051945860686,-1.6903076171875,-0.05,-1,0.05,0.002809856631047356,Model
2025-08-21,630.9989662844137,631.9255981445312,-0.926631860117556,-2.54534912109375,-0.15,-1,0.15,-0.0013018612047352534,Model
2025-08-22,644.6035151448392,641.6299438476562,2.973571297183012,9.704345703125,0.47,1,0.47,0.013381241370174431,Model
2025-08-25,637.842175270668,638.8060913085938,-0.9639160379256955,-2.8238525390625,-0.15,-1,0.15,0.00848339935733972,Model
2025-08-26,640.2852747444522,641.4807739257812,-1.195499181329079,2.6746826171875,-0.19,-1,0.19,0.011919662886040622,Model
2025-08-27,641.4093769271478,642.9423828125,-1.5330058853521125,1.46160888671875,-0.24,-1,0.24,0.01325824157001131,Model
2025-08-28,644.2360429450468,645.2192993164062,-0.983256371359449,2.27691650390625,-0.15,-1,0.15,0.015506736110381373,Model
2025-08-29,643.3590169349811,641.3713989257812,1.9876180091998885,-3.847900390625,0.31,1,0.31,0.007611172434568429,Model
2025-09-02,642.1032579546528,636.6187133789062,5.484544575746538,-4.752685546875,0.86,-1,0.86,-0.000565762726934016,Model
2025-09-03,651.4532042677715,640.06884765625,11.384356611521541,3.45013427734375,1.79,1,1.79,0.0036153747076586584,Model
2025-09-04,654.3851249193748,645.418212890625,8.966912028749809,5.349365234375,1.4,-1,1.4,0.010715690111445082,Model
2025-09-05,652.1125379153051,643.5488891601562,8.5636487551488,-1.86932373046875,1.33,-1,1.33,0.006613627592009362,Model
2025-09-08,656.1725407787718,645.1298828125,11.042657966271754,1.58099365234375,1.72,1,1.72,0.008173218941906325,Model
2025-09-09,655.6428291224211,646.6212768554688,9.021552266952346,1.49139404296875,1.4,-1,1.4,0.00937385637904623,Model
2025-09-10,657.6372827439857,648.4905395507812,9.14674319320444,1.8692626953125,1.41,0,1.41,0.011544444481098471,None
2025-09-11,663.6544618251331,653.8796997070312,9.774762118101902,5.38916015625,1.51,1,1.51,0.01894402530571714,Model
2025-09-12,664.1135753402231,653.6608276367188,10.452747703504365,-0.2188720703125,1.6,1,1.6,0.017620666215785733,Model
2025-09-15,667.1940991563016,657.1409301757812,10.053168980520311,3.4801025390625,1.54,1,1.54,0.021657104068263332,Model
2025-09-16,663.6574100587176,656.2361450195312,7.421265039186371,-0.90478515625,1.13,-1,1.13,0.0189352241374551,Model
2025-09-17,660.0816950066421,655.4208374023438,4.660857604298385,-0.8153076171875,0.71,-1,0.71,0.0161499378502789,Model
2025-09-18,663.7144454060002,658.4832153320312,5.231230073968957,3.0623779296875,0.8,-1,0.8,0.019001007743399217,Model
2025-09-19,666.0930200947379,661.74462890625,4.348391188487912,3.26141357421875,0.66,-1,0.66,0.02169074715531442,Model
2025-09-22,655.3051944922607,664.8753662109375,-9.570171718676812,3.1307373046875,-1.45,-1,1.45,0.024685633499019644,Model
2025-09-23,650.4792576175081,661.256103515625,-10.776845898116884,-3.6192626953125,-1.62,-1,1.62,0.01734776153410617,Model
2025-09-24,651.8192336324515,659.1522216796875,-7.332988047236024,-2.1038818359375,-1.11,-1,1.11,0.012734228813371143,Model
2025-09-25,654.6277268365797,656.1112670898438,-1.4835402532640694,-3.04095458984375,-0.23,-1,0.23,0.007043275598700675,Model
2025-09-26,657.3669100936875,659.8701782226562,-2.503268128968836,3.7589111328125,-0.38,-1,0.38,0.011675218424775771,Model
2025-09-29,657.2357791302217,661.7246704101562,-4.488891279934603,1.8544921875,-0.68,-1,0.68,0.012938010006924378,Model
2025-09-30,659.8186655043407,664.21728515625,-4.39861965190921,2.49261474609375,-0.66,-1,0.66,0.014610397329347257,Model
2025-10-01,662.8164110596932,666.4806518554688,-3.664240795775556,2.26336669921875,-0.55,-1,0.55,0.01601820213595606,Model
2025-10-02,658.0422025351404,667.248291015625,-9.206088480484572,0.76763916015625,-1.38,-1,1.38,0.015498696667668503,Model
2025-10-03,658.7316400921471,667.2384033203125,-8.50676322816539,-0.0098876953125,-1.27,-1,1.27,0.013656352797897986,Model
2025-10-06,661.0976002665425,669.6312866210938,-8.533686354551216,2.39288330078125,-1.28,-1,1.28,0.015401808700254592,Model
2025-10-07,659.0380788401358,667.1486206054688,-8.110541765333005,-2.482666015625,-1.21,-1,1.21,0.010065187755740692,Model
2025-10-08,671.6489815255804,671.1268920898438,0.5220894357366366,3.978271484375,0.08,-1,0.08,0.014350138134406479,Model
2025-10-09,660.4296725463472,669.1826171875,-8.752944641152792,-1.94427490234375,-1.3,-1,1.3,0.010243237617552317,Model
2025-10-10,651.2164835709416,651.0960693359375,0.1204142350040717,-18.0865478515625,0.02,-1,0.02,-0.016871105139020123,Model
