entry_idx,exit_idx,entry_time,exit_time,entry_price,exit_price,position,pnl,return_pct,prediction,correct
6465,6525,2024-07-15 11:26:00+00:00,2024-07-15 12:35:00+00:00,562.26,561.91,-5,1.6500000000001136,0.0622487817024193,-0.03045447219557161,True
6526,6586,2024-07-15 12:36:00+00:00,2024-07-15 13:40:00+00:00,561.86,562.65,5,3.849999999999818,0.14060442103014337,0.03441365282936907,True
6586,6646,2024-07-15 13:40:00+00:00,2024-07-15 14:40:00+00:00,562.65,563.14,8,3.7600000000000726,0.08708788767439957,0.046481244199828936,True
6667,6727,2024-07-15 15:01:00+00:00,2024-07-15 16:01:00+00:00,564.04,563.52,10,-5.399999999999818,-0.09219204311750619,0.066958583856195,False
7187,7247,2024-07-16 10:33:00+00:00,2024-07-16 12:22:00+00:00,562.3,562.29,-5,-0.05000000000004548,0.0017784101013677584,-0.03351378566098202,True
7253,7313,2024-07-16 12:30:00+00:00,2024-07-16 13:31:00+00:00,562.37,563.0,-8,-5.199999999999964,-0.11202589042800923,-0.058793544920256215,False
7318,7378,2024-07-16 13:36:00+00:00,2024-07-16 14:36:00+00:00,563.08,562.77,7,-2.310000000000414,-0.05505434396534402,0.037284871176654584,False
7383,7443,2024-07-16 14:41:00+00:00,2024-07-16 15:41:00+00:00,563.51,563.085,8,-3.5599999999996363,-0.07542013451402008,0.04502917585105382,False
7934,7994,2024-07-17 09:50:00+00:00,2024-07-17 11:20:00+00:00,560.77,559.26,5,-7.649999999999954,-0.2692726073078073,0.03561321015356504,False
7995,8055,2024-07-17 11:21:00+00:00,2024-07-17 12:22:00+00:00,559.31,559.69,7,2.520000000000764,0.06794085569721785,0.0386088955443529,True
8056,8116,2024-07-17 12:23:00+00:00,2024-07-17 13:23:00+00:00,559.82,559.0,-8,6.4000000000004,0.14647565288843734,-0.05506214377086015,True
8116,8176,2024-07-17 13:23:00+00:00,2024-07-17 14:23:00+00:00,559.0,559.08,5,0.3000000000002046,0.014311270125230934,0.03305675455163293,True
8233,8293,2024-07-17 15:20:00+00:00,2024-07-17 16:20:00+00:00,558.305,557.7852,5,-2.6989999999995917,-0.09310323210430112,0.03222711969128018,False
8762,8822,2024-07-18 09:45:00+00:00,2024-07-18 11:24:00+00:00,557.9,557.92,7,-1.273321725836496e-13,0.0035848718408284298,0.041893833806455,True
8825,8885,2024-07-18 11:29:00+00:00,2024-07-18 12:33:00+00:00,557.81,558.4,5,2.850000000000159,0.10577078216597621,0.0359667805037118,True
8912,8972,2024-07-18 13:00:00+00:00,2024-07-18 14:00:00+00:00,558.84,558.64,-5,0.9000000000002274,0.03578841886766256,-0.03045447219557161,True
8981,9041,2024-07-18 14:09:00+00:00,2024-07-18 15:09:00+00:00,559.425,555.9,-8,28.039999999999818,0.6301112749698311,-0.053505594011853036,True
9041,9101,2024-07-18 15:09:00+00:00,2024-07-18 16:09:00+00:00,555.9,553.54,-5,11.700000000000069,0.4245367871919435,-0.0362892768238285,True
9581,9641,2024-07-19 10:07:00+00:00,2024-07-19 11:38:00+00:00,553.19,553.66,5,2.249999999999568,0.08496176720474223,0.032508855216086055,True
9642,9702,2024-07-19 11:39:00+00:00,2024-07-19 12:45:00+00:00,553.64,553.69,-5,-0.3500000000003411,-0.009031139368555055,-0.033946620016425545,False
9713,9773,2024-07-19 12:58:00+00:00,2024-07-19 13:58:00+00:00,553.9,553.01,-5,4.349999999999932,0.16067882289221636,-0.03351378566098202,True
9801,9861,2024-07-19 14:26:00+00:00,2024-07-19 15:26:00+00:00,551.7301,550.45,7,-9.100699999999634,-0.23201561778122085,0.04184424471173162,False
9861,9921,2024-07-19 15:26:00+00:00,2024-07-19 16:26:00+00:00,550.45,550.09,9,-3.420000000000123,-0.06540103551639814,0.044855709470653135,False
10355,10415,2024-07-22 09:56:00+00:00,2024-07-22 11:30:00+00:00,551.46,551.76,-5,-1.5999999999997727,-0.05440104450004615,-0.03337665986419493,False
10441,10501,2024-07-22 12:00:00+00:00,2024-07-22 13:00:00+00:00,552.17,552.31,-9,-1.4399999999998772,-0.025354510386291607,-0.052121217479702664,False
10541,10601,2024-07-22 13:40:00+00:00,2024-07-22 14:40:00+00:00,553.66,554.19,5,2.550000000000432,0.09572661922481061,0.035899208471496746,True
10604,10664,2024-07-22 14:43:00+00:00,2024-07-22 15:43:00+00:00,554.22,551.5511,9,-24.20010000000007,-0.481559669445348,0.05171356610247743,False
11161,11221,2024-07-23 10:25:00+00:00,2024-07-23 11:56:00+00:00,554.73,555.15,-5,-2.1999999999997955,-0.07571250878805168,-0.03351378566098202,False
11223,11283,2024-07-23 12:00:00+00:00,2024-07-23 13:04:00+00:00,555.31,554.84,-5,2.249999999999568,0.08463740973508736,-0.03587638460111454,True
11283,11343,2024-07-23 13:04:00+00:00,2024-07-23 14:05:00+00:00,554.84,555.755,5,4.4749999999998185,0.16491240718044187,0.03431070717551226,True
11343,11403,2024-07-23 14:05:00+00:00,2024-07-23 15:05:00+00:00,555.755,555.285,5,-2.4500000000001365,-0.08456963949942461,0.03624866944568624,False
11405,11465,2024-07-23 15:07:00+00:00,2024-07-23 16:07:00+00:00,555.47,556.21,5,3.6000000000000454,0.13322051595945938,0.0312023279061617,True
11989,12049,2024-07-24 09:47:00+00:00,2024-07-24 11:24:00+00:00,549.73,550.1,5,1.7500000000000226,0.06730576828625044,0.03545667486938865,True
12057,12117,2024-07-24 11:32:00+00:00,2024-07-24 12:37:00+00:00,550.0,548.63,5,-6.950000000000022,-0.24909090909090992,0.03437712111744048,False
12117,12177,2024-07-24 12:37:00+00:00,2024-07-24 13:37:00+00:00,548.63,548.22,5,-2.149999999999841,-0.07473160417767315,0.036733957237343545,False
12178,12238,2024-07-24 13:38:00+00:00,2024-07-24 14:38:00+00:00,547.865,545.535,-7,16.170000000000286,0.42528725142143425,-0.042366537255692414,True
12283,12343,2024-07-24 15:23:00+00:00,2024-07-24 16:23:00+00:00,544.45,544.4795,5,0.04749999999992269,0.005418312058037384,0.03429547125108963,True
12846,12906,2024-07-25 09:45:00+00:00,2024-07-25 10:56:00+00:00,540.53,540.73,7,1.2600000000003184,0.03700072151407794,0.04282140656925674,True
12937,12997,2024-07-25 11:27:00+00:00,2024-07-25 12:27:00+00:00,540.45,540.03,5,-2.200000000000364,-0.0777130169303493,0.03279577648648461,False
12997,13057,2024-07-25 12:27:00+00:00,2024-07-25 13:27:00+00:00,540.03,541.32,5,6.350000000000387,0.2388756180212354,0.03299314293714756,True
13063,13123,2024-07-25 13:33:00+00:00,2024-07-25 14:33:00+00:00,540.7,540.0201,-5,3.2995000000004437,0.12574440540042328,-0.03687553687666698,True
13123,13183,2024-07-25 14:33:00+00:00,2024-07-25 15:33:00+00:00,540.0201,543.3073,11,35.93920000000108,0.6087180829010065,0.21041214792847318,True
13701,13761,2024-07-26 09:45:00+00:00,2024-07-26 11:10:00+00:00,542.55,542.75,7,1.2600000000003184,0.03686296193900018,0.040364106507777484,True
13766,13826,2024-07-26 11:15:00+00:00,2024-07-26 12:17:00+00:00,542.66,542.99,5,1.5500000000002045,0.060811557881554,0.03150942402501332,True
13839,13899,2024-07-26 12:30:00+00:00,2024-07-26 13:30:00+00:00,543.29,541.69,-11,17.379999999999,0.29450201549815186,-0.08772456630838976,True
13899,13959,2024-07-26 13:30:00+00:00,2024-07-26 14:30:00+00:00,541.69,543.02,-11,-14.8499999999992,-0.24552788495263472,-0.206114508405595,False
13959,14019,2024-07-26 14:30:00+00:00,2024-07-26 15:30:00+00:00,543.02,543.36,-7,-2.520000000000223,-0.06261279510884163,-0.042106588139394184,False
14529,14589,2024-07-29 11:31:00+00:00,2024-07-29 12:35:00+00:00,546.94,547.59,-5,-3.3499999999998864,-0.11884301751562826,-0.03337665986419493,False
14601,14661,2024-07-29 12:48:00+00:00,2024-07-29 13:48:00+00:00,547.44,545.76,5,-8.500000000000318,-0.30688294607629396,0.0332951914715685,False
14680,14740,2024-07-29 14:07:00+00:00,2024-07-29 15:07:00+00:00,546.28,543.93,-7,16.31000000000016,0.4301823240828921,-0.04229152088411443,True
14748,14808,2024-07-29 15:15:00+00:00,2024-07-29 16:15:00+00:00,543.41,546.41,7,20.86,0.5520693399090926,0.040697382893064064,True
15240,15300,2024-07-30 09:57:00+00:00,2024-07-30 11:44:00+00:00,545.71,546.1,5,1.8499999999999317,0.07146652984185489,0.03156329257867893,True
15309,15369,2024-07-30 11:58:00+00:00,2024-07-30 13:02:00+00:00,545.82,545.87,5,0.14999999999977262,0.009160529112153187,0.03482585033209374,True
15371,15431,2024-07-30 13:04:00+00:00,2024-07-30 14:04:00+00:00,545.86,545.27,5,-3.0500000000001593,-0.10808632250028062,0.0348133902719225,False
15433,15493,2024-07-30 14:06:00+00:00,2024-07-30 15:06:00+00:00,545.81,541.305,-5,22.42499999999998,0.825378794818709,-0.03335686149403468,True
15493,15553,2024-07-30 15:06:00+00:00,2024-07-30 16:06:00+00:00,541.305,540.78,-11,5.554999999999749,0.09698783495441153,-0.3064774045931612,True
16078,16138,2024-07-31 09:49:00+00:00,2024-07-31 11:10:00+00:00,546.77,547.12,5,1.6500000000001136,0.06401229035975323,0.03179078373259489,True
16139,16199,2024-07-31 11:11:00+00:00,2024-07-31 12:12:00+00:00,546.98,547.42,7,2.939999999999586,0.08044169805110622,0.039522044923599634,True
16199,16259,2024-07-31 12:12:00+00:00,2024-07-31 13:14:00+00:00,547.42,549.23,-9,-16.47000000000053,-0.3306419202805998,-0.04358183003744984,False
16289,16349,2024-07-31 13:44:00+00:00,2024-07-31 14:44:00+00:00,547.76,550.618,-11,-31.65800000000067,-0.5217613553381154,-0.07041523639139882,False
16371,16431,2024-07-31 15:06:00+00:00,2024-07-31 16:06:00+00:00,550.57,550.49,5,-0.5000000000002046,-0.014530395771662262,0.030258244461464173,False
16934,16994,2024-08-01 09:45:00+00:00,2024-08-01 11:21:00+00:00,552.37,553.24,9,7.650000000000041,0.15750312290674812,0.05646633571384439,True
16994,17054,2024-08-01 11:21:00+00:00,2024-08-01 12:25:00+00:00,553.24,553.4,-5,-0.8999999999998408,-0.02892054081410747,-0.0325371534983817,False
17059,17119,2024-08-01 12:30:00+00:00,2024-08-01 13:31:00+00:00,553.68,553.12,-10,5.399999999999454,0.10114145354716542,-0.09412779938812178,True
17132,17192,2024-08-01 13:44:00+00:00,2024-08-01 14:44:00+00:00,554.58,548.7,10,-58.99999999999995,-1.0602618197554898,0.06286126273109144,False
17192,17252,2024-08-01 14:44:00+00:00,2024-08-01 15:44:00+00:00,548.7,544.62,-10,40.60000000000041,0.7435757244395919,-0.20018449968013588,True
17805,17865,2024-08-02 09:45:00+00:00,2024-08-02 10:57:00+00:00,537.13,537.62,7,3.2900000000000635,0.0912255878465193,0.038174358143299086,True
17875,17935,2024-08-02 11:08:00+00:00,2024-08-02 12:09:00+00:00,537.06,537.65,7,3.9900000000002227,0.1098573716158403,0.03840476051458537,True
17956,18016,2024-08-02 12:30:00+00:00,2024-08-02 13:30:00+00:00,534.48,535.59,11,11.99000000000015,0.20767849124382834,0.25221715560485064,True
18020,18080,2024-08-02 13:34:00+00:00,2024-08-02 14:34:00+00:00,534.05,530.28,-5,18.749999999999908,0.7059264113846985,-0.032033483535302984,True
18080,18140,2024-08-02 14:34:00+00:00,2024-08-02 15:34:00+00:00,530.28,529.96,-11,3.2999999999992995,0.06034547786074081,-0.10471900381938384,True
18712,18772,2024-08-05 09:45:00+00:00,2024-08-05 10:45:00+00:00,518.26,517.09,-11,12.64999999999955,0.225755412341288,-0.14235890899515902,True
18782,18842,2024-08-05 10:55:00+00:00,2024-08-05 11:55:00+00:00,517.21,514.97,-5,11.100000000000046,0.433092940971754,-0.030318295943906663,True
18842,18902,2024-08-05 11:55:00+00:00,2024-08-05 12:55:00+00:00,514.97,509.93,-11,55.220000000000226,0.978697788220677,-0.15163567518168436,True
18902,18962,2024-08-05 12:55:00+00:00,2024-08-05 13:55:00+00:00,509.93,515.88,12,71.15999999999987,1.1668268193673619,0.06574184635444928,True
18962,19022,2024-08-05 13:55:00+00:00,2024-08-05 14:55:00+00:00,515.88,517.88,11,21.78,0.3876870590059704,0.32953854962255175,True
19022,19082,2024-08-05 14:55:00+00:00,2024-08-05 15:55:00+00:00,517.88,520.4399,11,27.938899999999677,0.4943036996987662,0.10641394233562512,True
19651,19711,2024-08-06 09:45:00+00:00,2024-08-06 10:57:00+00:00,519.31,521.9,7,17.990000000000222,0.498738710981886,0.03783521519971188,True
19712,19772,2024-08-06 10:58:00+00:00,2024-08-06 11:58:00+00:00,521.81,521.56,-9,2.0700000000000003,0.047910158870086816,-0.05736252955901735,True
19776,19836,2024-08-06 12:02:00+00:00,2024-08-06 13:02:00+00:00,521.55,519.81,11,-19.3600000000001,-0.3336209375898781,0.06981323996750215,False
19844,19904,2024-08-06 13:10:00+00:00,2024-08-06 14:10:00+00:00,519.79,523.5351,5,18.625500000000464,0.7205025106293106,0.031184019786889314,True
19904,19964,2024-08-06 14:10:00+00:00,2024-08-06 15:10:00+00:00,523.5351,524.8,-9,-11.56409999999908,-0.24160748725346165,-0.05858846660865763,False
19969,20029,2024-08-06 15:15:00+00:00,2024-08-06 16:15:00+00:00,523.86,526.78,11,31.89999999999955,0.5574008322834266,0.06377298862663136,True
20575,20635,2024-08-07 09:46:00+00:00,2024-08-07 10:56:00+00:00,527.43,528.69,5,6.200000000000523,0.23889426084980087,0.03435407654382021,True
20635,20695,2024-08-07 10:56:00+00:00,2024-08-07 11:56:00+00:00,528.69,527.93,-5,3.700000000000523,0.14375153681743638,-0.03346313063162364,True
20695,20755,2024-08-07 11:56:00+00:00,2024-08-07 12:57:00+00:00,527.93,528.15,9,1.8000000000002456,0.04167219138901508,0.0454757333676745,True
20762,20822,2024-08-07 13:04:00+00:00,2024-08-07 14:04:00+00:00,528.0,530.18,5,10.79999999999975,0.4128787878787784,0.03534783945573706,True
20822,20882,2024-08-07 14:04:00+00:00,2024-08-07 15:04:00+00:00,530.18,530.8899,-9,-6.569100000000553,-0.1338979214606476,-0.056512330917280106,False
20882,20942,2024-08-07 15:04:00+00:00,2024-08-07 16:04:00+00:00,530.8899,526.18,-9,42.20910000000056,0.887170767422786,-0.05197225816820326,True
21478,21538,2024-08-08 09:53:00+00:00,2024-08-08 11:07:00+00:00,516.8,518.0,-12,-14.640000000000546,-0.23219814241486952,-0.0728321648871553,False
21538,21598,2024-08-08 11:07:00+00:00,2024-08-08 12:08:00+00:00,518.0,519.19,8,9.360000000000436,0.22972972972974026,0.03815797293779475,True
21604,21664,2024-08-08 12:14:00+00:00,2024-08-08 13:14:00+00:00,519.31,523.21,-6,-23.520000000000547,-0.750996514605937,-0.030153174747188025,False
21665,21725,2024-08-08 13:15:00+00:00,2024-08-08 14:15:00+00:00,523.36,526.38,-9,-27.359999999999836,-0.5770406603485139,-0.05064320984045856,False
21725,21785,2024-08-08 14:15:00+00:00,2024-08-08 15:15:00+00:00,526.38,526.89,-11,-5.829999999999901,-0.09688817964208193,-0.0913846050905083,False
21788,21848,2024-08-08 15:18:00+00:00,2024-08-08 16:18:00+00:00,526.81,528.4103,-5,-8.101500000000305,-0.30377175831895015,-0.031226005150756207,False
22330,22390,2024-08-09 09:47:00+00:00,2024-08-09 11:17:00+00:00,532.11,532.39,5,1.2999999999998635,0.052620698727701545,0.034225278629829756,True
22396,22456,2024-08-09 11:23:00+00:00,2024-08-09 12:24:00+00:00,531.8,529.45,5,-11.849999999999545,-0.441895449417057,0.03363555127721642,False
22456,22516,2024-08-09 12:24:00+00:00,2024-08-09 13:24:00+00:00,529.45,529.3,9,-1.5300000000008185,-0.028331287184831605,0.046439017958573074,False
22516,22576,2024-08-09 13:24:00+00:00,2024-08-09 14:24:00+00:00,529.3,530.79,5,7.350000000000046,0.2815038730398657,0.031102581952059064,True
22576,22636,2024-08-09 14:24:00+00:00,2024-08-09 15:24:00+00:00,530.79,531.63,-9,-7.740000000000286,-0.15825467699090637,-0.055275632540007315,False
23116,23176,2024-08-12 09:53:00+00:00,2024-08-12 11:35:00+00:00,533.63,534.33,5,3.4000000000002273,0.13117703277552714,0.033390791952921633,True
23220,23280,2024-08-12 12:23:00+00:00,2024-08-12 13:26:00+00:00,534.7,534.46,-5,1.1000000000000456,0.044884982233029565,-0.0329769224216415,True
23282,23342,2024-08-12 13:28:00+00:00,2024-08-12 14:28:00+00:00,534.01,534.28,9,2.2499999999998366,0.050560850920391344,0.04798761700513983,True
23342,23402,2024-08-12 14:28:00+00:00,2024-08-12 15:28:00+00:00,534.28,532.6801,11,-17.818899999999275,-0.299449726735033,0.0734051439848172,False
23402,23462,2024-08-12 15:28:00+00:00,2024-08-12 16:28:00+00:00,532.6801,533.88,-11,-13.418899999999526,-0.22525714777029532,-0.13372103735345886,False
23862,23922,2024-08-13 10:06:00+00:00,2024-08-13 11:22:00+00:00,534.99,533.96,5,-5.249999999999863,-0.1925269631208009,0.031690099805416067,False
23924,23984,2024-08-13 11:26:00+00:00,2024-08-13 12:27:00+00:00,533.95,535.0,5,5.149999999999773,0.1966476261822183,0.03363455029565508,True
23985,24045,2024-08-13 12:28:00+00:00,2024-08-13 13:28:00+00:00,535.0,536.49,5,7.350000000000046,0.278504672897198,0.03723949878472023,True
24045,24105,2024-08-13 13:28:00+00:00,2024-08-13 14:28:00+00:00,536.49,537.45,5,4.700000000000182,0.1789408935860941,0.03409489278137038,True
24108,24168,2024-08-13 14:31:00+00:00,2024-08-13 15:31:00+00:00,536.75,538.55,-5,-9.099999999999772,-0.3353516534699496,-0.03083628563680658,False
24672,24732,2024-08-14 10:46:00+00:00,2024-08-14 11:59:00+00:00,542.5,542.28,-5,1.0000000000001366,0.040552995391710096,-0.03351378566098202,True
24735,24795,2024-08-14 12:02:00+00:00,2024-08-14 13:02:00+00:00,542.17,542.95,5,3.800000000000432,0.1438663149934682,0.03502138149757683,True
24827,24887,2024-08-14 13:34:00+00:00,2024-08-14 14:34:00+00:00,542.27,540.23,-7,14.139999999999745,0.3761963597469828,-0.04044158588396725,True
24887,24947,2024-08-14 14:34:00+00:00,2024-08-14 15:34:00+00:00,540.23,543.7299,-9,-31.679100000000226,-0.6478536919460276,-0.05566724833713237,False
25418,25478,2024-08-15 10:20:00+00:00,2024-08-15 11:46:00+00:00,544.41,545.3,5,4.349999999999932,0.16347973035028496,0.03062851535183819,True
25479,25539,2024-08-15 11:47:00+00:00,2024-08-15 12:52:00+00:00,545.35,549.15,-5,-19.099999999999774,-0.6968002200421664,-0.03237010793310429,False
25539,25599,2024-08-15 12:52:00+00:00,2024-08-15 13:52:00+00:00,549.15,549.77,11,6.600000000000049,0.11290175726122272,0.06492114747205155,True
25600,25660,2024-08-15 13:53:00+00:00,2024-08-15 14:53:00+00:00,549.82,550.98,5,5.699999999999841,0.21097813829980142,0.03253387517135271,True
25660,25720,2024-08-15 14:53:00+00:00,2024-08-15 15:53:00+00:00,550.98,551.87,5,4.349999999999932,0.16153036407854846,0.031861997308016705,True
26201,26261,2024-08-16 09:46:00+00:00,2024-08-16 11:11:00+00:00,553.68,552.69,5,-5.049999999999477,-0.17880364109230884,0.03473230148038989,False
26262,26322,2024-08-16 11:12:00+00:00,2024-08-16 12:15:00+00:00,552.64,551.78,5,-4.400000000000068,-0.15561667631731574,0.03482585033209374,False
26322,26382,2024-08-16 12:15:00+00:00,2024-08-16 13:15:00+00:00,551.78,551.12,-11,7.039999999999649,0.11961288919496325,-0.10201116386606802,True
26398,26458,2024-08-16 13:31:00+00:00,2024-08-16 14:31:00+00:00,551.71,553.0537,9,11.913300000000113,0.24355186601656892,0.052968812933019534,True
26458,26518,2024-08-16 14:31:00+00:00,2024-08-16 15:31:00+00:00,553.0537,552.74,5,-1.6685000000001993,-0.05672143591120353,0.031861997308016705,False
26980,27040,2024-08-19 10:04:00+00:00,2024-08-19 11:34:00+00:00,554.4,554.61,-5,-1.1500000000001818,-0.037878787878794444,-0.03293689094093513,False
27041,27101,2024-08-19 11:35:00+00:00,2024-08-19 12:38:00+00:00,554.68,554.75,-5,-0.45000000000025014,-0.012619888944986304,-0.0307680577179209,False
27126,27186,2024-08-19 13:05:00+00:00,2024-08-19 14:05:00+00:00,555.15,554.92,-5,1.050000000000091,0.04143024407818035,-0.03045447219557161,True
27191,27251,2024-08-19 14:10:00+00:00,2024-08-19 15:10:00+00:00,555.56,556.59,5,5.050000000000432,0.18539851681188108,0.03253387517135271,True
27252,27312,2024-08-19 15:11:00+00:00,2024-08-19 16:11:00+00:00,556.57,556.485,5,-0.5250000000001819,-0.015272113121446784,0.03553940213031525,False
27797,27857,2024-08-20 11:24:00+00:00,2024-08-20 12:33:00+00:00,559.95,559.75,5,-1.1000000000002272,-0.03571747477454156,0.0348133902719225,False
27857,27917,2024-08-20 12:33:00+00:00,2024-08-20 13:33:00+00:00,559.75,559.47,9,-2.6999999999997546,-0.050022331397940635,0.053792054121030115,False
27922,27982,2024-08-20 13:38:00+00:00,2024-08-20 14:38:00+00:00,559.74,558.23,9,-13.769999999999918,-0.26976810662092954,0.04324418069409624,False
27997,28057,2024-08-20 14:53:00+00:00,2024-08-20 15:53:00+00:00,558.9215,558.54,5,-2.0075000000003684,-0.06825645461841666,0.030546921355771844,False
28492,28552,2024-08-21 09:54:00+00:00,2024-08-21 11:47:00+00:00,558.6,559.33,5,3.550000000000091,0.13068385248836703,0.03062851535183819,True
28567,28627,2024-08-21 12:04:00+00:00,2024-08-21 13:13:00+00:00,559.4,559.71,5,1.4500000000002955,0.05541651769754364,0.030356385992711406,True
28655,28715,2024-08-21 13:41:00+00:00,2024-08-21 14:41:00+00:00,559.92,561.82,7,13.160000000000636,0.3393341905986732,0.037700737794461356,True
28716,28776,2024-08-21 14:42:00+00:00,2024-08-21 15:42:00+00:00,561.96,559.78,11,-24.2000000000007,-0.38792796640331406,0.09244956834451858,False
29230,29290,2024-08-22 09:57:00+00:00,2024-08-22 11:49:00+00:00,561.11,561.98,5,4.250000000000023,0.1550498119798265,0.0346216440550234,True
29300,29360,2024-08-22 12:00:00+00:00,2024-08-22 13:00:00+00:00,562.09,562.28,-5,-1.0499999999997043,-0.033802415983195014,-0.03392395944242723,False
29360,29420,2024-08-22 13:00:00+00:00,2024-08-22 14:01:00+00:00,562.28,562.15,-5,0.5499999999999773,0.023120153660097363,-0.03045447219557161,True
29426,29486,2024-08-22 14:07:00+00:00,2024-08-22 15:07:00+00:00,561.575,561.02,-9,4.815000000000573,0.09882918577217,-0.046851206266928035,True
29492,29552,2024-08-22 15:13:00+00:00,2024-08-22 16:13:00+00:00,560.33,558.49,5,-9.300000000000159,-0.3283779201542005,0.03534417150129563,False
29988,30048,2024-08-23 09:45:00+00:00,2024-08-23 11:22:00+00:00,558.87,559.15,-5,-1.4999999999998637,-0.050101096856151286,-0.0307680577179209,False
30078,30138,2024-08-23 12:00:00+00:00,2024-08-23 13:04:00+00:00,559.53,559.86,-11,-3.8500000000004504,-0.05897807088092523,-0.2650729123284324,False
30138,30198,2024-08-23 13:04:00+00:00,2024-08-23 14:04:00+00:00,559.86,561.7,-5,-9.300000000000159,-0.3286535919694266,-0.031223955816434047,False
30199,30259,2024-08-23 14:05:00+00:00,2024-08-23 15:05:00+00:00,561.12,560.34,-9,6.839999999999755,0.13900769888793355,-0.05589570986376876,True
30259,30319,2024-08-23 15:05:00+00:00,2024-08-23 16:05:00+00:00,560.34,558.83,-9,13.409999999999918,0.26947924474426077,-0.04790270196052403,True
30754,30814,2024-08-26 10:44:00+00:00,2024-08-26 11:58:00+00:00,562.9,563.0,5,0.40000000000011365,0.017765144785934047,0.0343982728593602,True
30815,30875,2024-08-26 11:59:00+00:00,2024-08-26 13:02:00+00:00,562.95,563.05,5,0.3999999999995452,0.017763566924222228,0.03264455704890826,True
30884,30944,2024-08-26 13:12:00+00:00,2024-08-26 14:12:00+00:00,563.29,562.215,-5,5.274999999999659,0.19084308260397517,-0.0329769224216415,True
30963,31023,2024-08-26 14:31:00+00:00,2024-08-26 15:31:00+00:00,561.41,560.28,9,-10.349999999999959,-0.20127892271245532,0.05507428646065415,False
31497,31557,2024-08-27 10:10:00+00:00,2024-08-27 12:03:00+00:00,560.77,560.36,7,-3.0099999999997773,-0.07311375430211463,0.03861796563018089,False
31559,31619,2024-08-27 12:05:00+00:00,2024-08-27 13:09:00+00:00,560.36,558.84,5,-7.699999999999909,-0.27125419373259724,0.03127838371244537,False
31624,31684,2024-08-27 13:14:00+00:00,2024-08-27 14:14:00+00:00,558.76,559.95,5,5.850000000000273,0.21297157992699092,0.035467543002806114,True
31690,31750,2024-08-27 14:20:00+00:00,2024-08-27 15:20:00+00:00,560.09,561.23,5,5.599999999999932,0.20353871699190956,0.034079836222672015,True
31757,31817,2024-08-27 15:27:00+00:00,2024-08-27 16:27:00+00:00,560.94,560.68,5,-1.400000000000523,-0.04635076835314019,0.03403134206866448,False
32249,32309,2024-08-28 10:56:00+00:00,2024-08-28 12:29:00+00:00,561.81,561.29,7,-3.779999999999873,-0.09255798223598402,0.03733727215392762,False
32309,32369,2024-08-28 12:29:00+00:00,2024-08-28 13:39:00+00:00,561.29,560.93,5,-1.9000000000000683,-0.06413796789538628,0.033221052560650666,False
32374,32434,2024-08-28 13:44:00+00:00,2024-08-28 14:44:00+00:00,560.945,560.2399,5,-3.625500000000079,-0.12569859790175789,0.03482954477773385,False
32434,32494,2024-08-28 14:44:00+00:00,2024-08-28 15:44:00+00:00,560.2399,557.98,9,-20.519100000000144,-0.40338076598971545,0.04313640389895697,False
33069,33129,2024-08-29 09:51:00+00:00,2024-08-29 11:04:00+00:00,560.01,558.92,-5,5.3500000000001595,0.19463938143962284,-0.0325371534983817,True
33130,33190,2024-08-29 11:05:00+00:00,2024-08-29 12:11:00+00:00,558.97,559.63,7,4.479999999999777,0.11807431525841602,0.040476080480633794,True
33207,33267,2024-08-29 12:28:00+00:00,2024-08-29 13:28:00+00:00,560.0,560.24,-5,-1.3000000000000456,-0.04285714285714448,-0.0329769224216415,False
33267,33327,2024-08-29 13:28:00+00:00,2024-08-29 14:28:00+00:00,560.24,561.8,-9,-14.219999999999509,-0.2784520919605786,-0.052682667097994094,False
33330,33390,2024-08-29 14:31:00+00:00,2024-08-29 15:31:00+00:00,562.03,562.25,-9,-2.1600000000002453,-0.03914381794566612,-0.057288383168409195,False
33889,33949,2024-08-30 11:06:00+00:00,2024-08-30 12:18:00+00:00,561.16,561.48,-5,-1.7000000000002502,-0.057024734478589,-0.030368320275367473,False
33950,34010,2024-08-30 12:19:00+00:00,2024-08-30 13:19:00+00:00,561.43,560.87,-5,2.699999999999727,0.09974529326896417,-0.036115453239439786,True
34030,34090,2024-08-30 13:39:00+00:00,2024-08-30 14:39:00+00:00,561.47,561.67,7,1.2599999999995226,0.035620781163718765,0.03735533523619687,True
34093,34153,2024-08-30 14:42:00+00:00,2024-08-30 15:42:00+00:00,562.06,558.8,5,-16.399999999999956,-0.5800092516813137,0.034079836222672015,False
34627,34687,2024-09-03 09:45:00+00:00,2024-09-03 10:53:00+00:00,561.2,561.36,7,0.9799999999997773,0.028510334996430534,0.040973189251435234,True
34696,34756,2024-09-03 11:05:00+00:00,2024-09-03 12:11:00+00:00,561.0,560.98,5,-0.19999999999990908,-0.003565062388588558,0.0348133902719225,False
34756,34816,2024-09-03 12:11:00+00:00,2024-09-03 13:13:00+00:00,560.98,560.47,5,-2.6499999999999546,-0.09091233199044367,0.03196326433706109,False
34817,34877,2024-09-03 13:14:00+00:00,2024-09-03 14:14:00+00:00,560.55,556.54,9,-36.26999999999991,-0.7153688341807138,0.04726500918352768,False
34877,34937,2024-09-03 14:14:00+00:00,2024-09-03 15:14:00+00:00,556.54,556.4099,-11,1.2110999999996739,0.023376576706071506,-0.07746501816597748,True
