window,num_std,hold_period,total_signals,long_signals,short_signals,win_rate,avg_return,sharpe,long_win,long_avg,short_win,short_avg
50,2.5,120,1374,714,660,0.5014556040756915,0.0062187854349266625,0.4929285892178582,0.5196078431372549,-0.0025713777152460908,0.4818181818181818,0.01572814375193173
10,2.0,15,1662,866,796,0.5186522262334536,0.005489404194010598,1.328236621316235,0.5161662817551963,0.011002558434630562,0.5213567839195979,-0.0005085751682719262
20,2.0,30,2789,1411,1378,0.4904983865184654,0.005220320407656191,1.1166754253055458,0.5223245924875974,0.013629453123432379,0.4579100145137881,-0.0033901921191654373
15,2.0,30,2427,1247,1180,0.5002060156571899,0.004896055341565812,1.0022620092448193,0.529270248596632,0.012868947275493254,0.4694915254237288,-0.003529534693694796
10,1.5,15,6228,3054,3174,0.5128452151573539,0.0041334981888151295,1.9869608787388997,0.5275049115913556,0.008029880511905495,0.49873976055450536,0.0003844271066733604
15,1.5,15,6957,3421,3536,0.5078338364237459,0.003944105443725881,1.9874841955823246,0.5165156387021339,0.0055395422211320005,0.4994343891402715,0.0024005564574401538
10,2.0,120,1654,860,794,0.524788391777509,0.0026160385745115653,0.21996115977505848,0.5848837209302326,0.006712804803605582,0.4596977329974811,-0.001821264897806897
20,2.0,60,2784,1411,1373,0.4992816091954023,0.0021859223542025873,0.33296896807196924,0.5620127569099929,0.013253629023255513,0.43481427530954114,-0.009188101032566303
15,1.5,30,6955,3420,3535,0.49877785765636234,0.0017281781000108652,0.6204316557025639,0.5198830409356725,0.003537385019273281,0.47835926449787836,-2.2172017069037665e-05
15,2.0,60,2426,1247,1179,0.5045342126957956,0.0012295134334440734,0.17930776884198396,0.5749799518845229,0.0121111792826068,0.4300254452926209,-0.01027976333831668
30,2.5,120,1049,550,499,0.5128693994280267,0.0010059327797534497,0.06754738130552754,0.56,0.016079799900906435,0.46092184368737477,-0.015608550019112563
20,1.5,15,7410,3614,3796,0.5039136302294197,0.0008422421024204648,0.43141066349217705,0.512174875484228,0.0015989955207148406,0.49604847207586933,0.00012177138226349039
30,2.0,15,3180,1594,1586,0.4962264150943396,0.0006281015380724875,0.19675166694166676,0.5025094102885822,0.003813960019847665,0.48991172761664564,-0.0025738268477721745
50,2.0,15,3646,1806,1840,0.4936917169500823,0.0005685496180534678,0.19374853854672286,0.4795127353266888,0.000886975483906421,0.5076086956521739,0.0002560077084173626
10,1.5,30,6225,3052,3173,0.4970281124497992,-0.0003057175187228083,-0.10342858755602113,0.5245740498034076,0.004987083820890291,0.47053261897258114,-0.005396681807565916
30,1.5,15,7819,3772,4047,0.5022381378692927,-0.0004158488263709667,-0.21649381061718884,0.5039766702014846,9.354599704566841e-05,0.5006177415369409,-0.0008906294722636158
50,2.5,60,1378,716,662,0.49782293178519593,-0.0008834082157614776,-0.09566280335733066,0.5363128491620112,0.0013509790932560394,0.4561933534743202,-0.0033000567252124396
20,1.5,30,7408,3614,3794,0.4897408207343413,-0.0013883294757861399,-0.5001991878068645,0.5049806308799114,-0.0018691202055937596,0.4752240379546653,-0.0009303490599915358
50,2.0,30,3642,1806,1836,0.4802306425041186,-0.0018159650501443144,-0.45328717368566185,0.48615725359911405,-0.0014685241632570714,0.474400871459695,-0.002157728798356931
30,2.0,30,3178,1594,1584,0.48615481434864694,-0.0022841265579536738,-0.5178057731892796,0.4987452948557089,0.003622561908142291,0.4734848484848485,-0.008228104723961857
15,1.5,60,6946,3420,3526,0.5017276130146847,-0.0028871970438697193,-0.6960613536213878,0.5640350877192982,-0.001124339744908942,0.44129325014180376,-0.004597058632765313
30,2.5,60,1050,551,499,0.49142857142857144,-0.0029359299375900706,-0.28164336413179786,0.5462794918330308,0.010612453264539308,0.4308617234468938,-0.017896168703869203
10,1.5,60,6220,3051,3169,0.5046623794212218,-0.003095523258801598,-0.7199352898436323,0.5686660111438873,0.002751323714174074,0.4430419690754181,-0.008724658668883263
50,1.5,15,8295,3916,4379,0.48511151295961424,-0.00322862171604129,-1.7779239144545178,0.4685903983656793,-0.003410974346952697,0.49988581868006393,-0.003065549575678408
30,1.5,30,7810,3772,4038,0.4843790012804097,-0.003391498512050555,-1.2518330500806347,0.4984093319194062,-0.0021269883729755634,0.471272907379891,-0.004572710063459883
20,1.5,60,7397,3613,3784,0.4888468297958632,-0.008940658257966517,-2.1486093956708774,0.5460835870467755,-0.014426908959966622,0.4341966173361522,-0.003702332733038829
20,2.0,120,2779,1408,1371,0.4973011874775099,-0.009317885977110568,-0.9926103832847117,0.5575284090909091,0.002742267348659879,0.43544857768052514,-0.021703513900294222
15,2.0,120,2422,1243,1179,0.5028901734104047,-0.009730768372646187,-0.9717966921435139,0.5671761866452132,-0.0007826392634144011,0.4351145038167939,-0.0191646313775445
50,1.5,30,8283,3916,4367,0.4728962936134251,-0.010782285452661142,-4.179249632308734,0.4770173646578141,-0.011015604354886403,0.46920082436455235,-0.010573062457214817
15,1.5,120,6930,3410,3520,0.4958152958152958,-0.012220322883072385,-2.072231126767785,0.5539589442815249,-0.00679749812854605,0.4394886363636364,-0.017473684364019762
10,1.5,120,6203,3041,3162,0.5000806061583105,-0.014195552662465884,-2.2822710732146607,0.5626438671489642,-0.005397754189676791,0.4399114484503479,-0.022656686487814288
30,2.0,60,3173,1594,1579,0.4796722344784116,-0.015079942047638574,-2.393416041124898,0.5319949811794228,-0.00928654354209147,0.42685243825205826,-0.020928376004473326
20,1.5,120,7377,3601,3776,0.4922055035922462,-0.016137928262060963,-2.7672977959952827,0.551791169119689,-0.016757067225343685,0.4353813559322034,-0.015547483503909186
30,1.5,60,7802,3772,4030,0.47974878236349655,-0.01762628160963347,-4.32290443201588,0.5402969247083775,-0.01932043925093492,0.4230769230769231,-0.016040583688296233
30,2.0,120,3166,1591,1575,0.47915350600126344,-0.02237071661335054,-2.5351322872109283,0.5279698302954117,-0.015473074647701588,0.42984126984126986,-0.02933842986246005
50,2.0,60,3638,1806,1832,0.4755360087960418,-0.02244535246222449,-3.655297180265011,0.5321151716500554,-0.023638242440662153,0.41975982532751094,-0.021269392145052867
30,1.5,120,7781,3761,4020,0.4877265133016322,-0.02628641170819294,-4.63309583241283,0.5474607817069929,-0.024176624626634516,0.4318407960199005,-0.028260269721561412
50,2.0,120,3629,1803,1826,0.4855332047395977,-0.027027655412415495,-3.2286393369315043,0.5257903494176372,-0.028681940703177245,0.4457831325301205,-0.025394207231011632
50,1.5,60,8278,3916,4362,0.46484658129983086,-0.027089512165114824,-6.980923881934962,0.5265577119509703,-0.027502825039017673,0.40944520861989914,-0.02671845915864908
50,1.5,120,8259,3908,4351,0.47887153408402955,-0.03438624867898833,-6.418128584141207,0.5386386898669396,-0.029755390036996628,0.425189611583544,-0.038545613324564874
