entry_date,exit_date,entry_price,exit_price,direction,shares,gross_pnl,commission,net_pnl,return_pct,won,hold_minutes
2025-07-25 08:00:00+00:00,2025-07-25 08:20:00+00:00,565.2,564.97,Long,3.538570417551309,-0.8138711960368654,1.9991861288039632,-2.8130573248408286,-0.04069355980184327,False,15
2025-07-25 12:15:00+00:00,2025-07-25 12:30:00+00:00,564.587,565.49,Long,3.541415917360889,3.1978985733769534,2.002635287108409,1.1952632862685442,0.1599399206853895,True,15
2025-07-25 13:05:00+00:00,2025-07-25 13:20:00+00:00,564.83,565.16,Long,3.540315566085877,1.1683041368080818,2.0008447453290943,-0.8325406085210125,0.05842465874686671,False,15
2025-07-25 13:38:00+00:00,2025-07-25 13:53:00+00:00,564.27,565.81,Long,3.5435340051226927,5.457042367888818,2.0049669754384705,3.452075392450347,0.2729189926808024,True,15
2025-07-28 08:00:00+00:00,2025-07-28 08:16:00+00:00,569.54,569.29,Short,3.5119576292254657,0.8779894073063664,1.9993223587417654,-1.1213329514353991,0.043895073216982126,False,15
2025-07-28 09:24:00+00:00,2025-07-28 09:45:00+00:00,569.06,569.12,Long,3.5145258523860132,0.21087155114336856,2.0001869531099277,-1.7893154019665591,0.01054370365164642,False,15
2025-07-28 12:14:00+00:00,2025-07-28 12:29:00+00:00,568.12,568.59,Long,3.5197110090797565,1.6542641742675817,2.001272482652659,-0.34700830838507724,0.08272900091530438,False,15
2025-07-28 14:21:00+00:00,2025-07-28 14:36:00+00:00,567.96,568.38,Long,3.520580352166903,1.4786437479099552,2.0010274605646243,-0.5223837126546691,0.07394886963869973,False,15
2025-07-28 15:18:00+00:00,2025-07-28 15:33:00+00:00,567.73,567.915,Long,3.5218225918556065,0.651537179493095,2.0000958772536768,-1.348558697760582,0.03258591231746524,False,15
2025-07-28 19:53:00+00:00,2025-07-28 20:08:00+00:00,567.93,568.29,Short,3.520107457494113,-1.2672386846979287,2.0004418670193296,-3.267680551717258,-0.0633880936030873,False,15
2025-07-29 08:00:00+00:00,2025-07-29 08:15:00+00:00,570.48,570.66,Short,3.503227268658477,-0.6305809083583507,1.9991516731326464,-2.6297325814909973,-0.03155237694572115,False,15
2025-07-29 09:55:00+00:00,2025-07-29 10:22:00+00:00,570.94,570.83,Short,3.49948356343572,0.38494319197797694,1.997610202516012,-1.6126670105380352,0.019266472834275693,False,15
2025-07-29 13:21:00+00:00,2025-07-29 13:36:00+00:00,570.78,571.895,Short,3.4998994574194655,-3.902387895022736,2.0015750002009054,-5.903962895223641,-0.19534671852552807,False,15
2025-07-29 21:17:00+00:00,2025-07-29 22:00:00+00:00,567.48,567.41,Short,3.518171247844572,0.24627198734929603,1.9962455477394885,-1.7499735603901925,0.012335236484113983,False,15
2025-07-29 22:03:00+00:00,2025-07-29 22:23:00+00:00,567.61,567.46,Short,3.5167488680868195,0.527512330212943,1.995614312684547,-1.468101982471604,0.026426595725934577,False,15
2025-07-30 08:00:00+00:00,2025-07-30 08:20:00+00:00,568.52,568.08,Short,3.5106033290267105,1.544665464771545,1.9943035391534938,-0.4496380743819488,0.07739393512980035,False,15
2025-07-31 08:00:00+00:00,2025-07-31 08:15:00+00:00,576.41,575.95,Short,3.4623935688197447,1.5927010416568148,1.9941655759617323,-0.40146453430491746,0.07980430596275614,False,15
2025-07-31 10:56:00+00:00,2025-07-31 11:11:00+00:00,575.33,575.13,Long,3.468753557256753,-0.6937507114515084,1.9949842333850765,-2.6887349448365847,-0.03476265795283497,False,15
2025-07-31 12:30:00+00:00,2025-07-31 12:45:00+00:00,575.99,575.56,Short,3.463845270069898,1.4894534661302767,1.9936507836414303,-0.5041973175111536,0.07465407385545993,False,15
2025-07-31 13:30:00+00:00,2025-07-31 13:45:00+00:00,573.375,571.4,Long,3.4794670113696244,-6.871947347455087,1.9881674502966034,-8.860114797751692,-0.34445171135819014,False,15
2025-07-31 21:16:00+00:00,2025-07-31 21:32:00+00:00,564.06,564.5,Long,3.5337860771629055,1.5548658739518713,1.9948222405584601,-0.4399563666065889,0.07800588589867294,False,15
2025-07-31 22:36:00+00:00,2025-07-31 22:51:00+00:00,563.24,563.35,Long,3.5387745604204013,0.3892652016462924,1.9935686486128332,-1.604303446966541,0.019529862935873454,False,15
2025-08-01 08:00:00+00:00,2025-08-01 08:15:00+00:00,560.64,560.45,Long,3.5546135179826512,-0.6753765684164936,1.992183146153377,-2.6675597145698706,-0.033889840182637854,False,15
2025-08-01 12:30:00+00:00,2025-08-01 12:45:00+00:00,558.83,559.58,Long,3.5651718962455123,2.673878922184134,1.994998889701064,0.6788800324830702,0.13420897231716264,True,15
2025-08-01 19:47:00+00:00,2025-08-01 20:02:00+00:00,554.93,553.77,Short,3.5904722880099773,4.1649478540914595,1.988295838931285,2.1766520151601743,0.20903537383092793,True,15
2025-08-04 08:00:00+00:00,2025-08-04 08:15:00+00:00,557.15,558.0,Short,3.5769471725539055,-3.040405096670901,1.9959365222850793,-5.03634161895598,-0.15256214663914974,False,15
2025-08-04 13:31:00+00:00,2025-08-04 13:46:00+00:00,559.535,562.08,Short,3.5599003616656995,-9.059946420439465,2.0009487952850566,-11.060895215724521,-0.4548419669904605,False,15
2025-08-04 17:47:00+00:00,2025-08-04 18:02:00+00:00,562.73,563.4,Long,3.535757236723601,2.368957348604668,1.9920456271700766,0.3769117214345912,0.1190624278072893,True,15
2025-08-04 19:00:00+00:00,2025-08-04 19:15:00+00:00,563.345,563.56,Short,3.532031086040985,-0.7593866834985227,1.9905114388492573,-2.74989812234778,-0.03816489007622649,False,15
2025-08-04 19:16:00+00:00,2025-08-04 19:31:00+00:00,564.07,563.14,Short,3.5265163411301597,3.279660197251273,1.9859224123440382,1.2937377849072347,0.1648731540411764,True,15
2025-08-04 22:00:00+00:00,2025-08-04 22:17:00+00:00,565.1599,565.05,Long,3.5201733528834422,-0.3868670514820267,1.989073953046789,-2.3759410045288156,-0.019445824093329823,False,15
2025-08-05 10:06:00+00:00,2025-08-05 10:27:00+00:00,565.86,566.2,Short,3.5149783195443485,-1.1950926286451904,1.9901807245260101,-3.1852733531712003,-0.06008553352419889,False,15
2025-08-05 13:30:00+00:00,2025-08-05 13:45:00+00:00,564.36,566.15,Long,3.5231918938740003,6.306513490034332,1.9946550907167653,4.3118583993175665,0.31717343539584014,True,15
2025-08-05 15:35:00+00:00,2025-08-05 15:50:00+00:00,560.0,560.011,Long,3.552162408761776,0.03907378649626323,1.989250022693091,-1.9501762361968278,0.0019642857142798675,False,15
2025-08-05 16:40:00+00:00,2025-08-05 16:55:00+00:00,561.04,561.35,Long,3.5448825639158623,1.0989135948141269,1.9899198272541694,-0.8910062324400425,0.055254527306441446,False,15
2025-08-05 22:00:00+00:00,2025-08-05 22:15:00+00:00,559.5301,558.42,Short,3.554129996604057,3.945439709230123,1.9846972727036376,1.9607424365264854,0.19839862055678303,True,15
2025-08-05 22:55:00+00:00,2025-08-05 23:12:00+00:00,558.97,559.0299,Short,3.5583928670593634,-0.213147732736751,1.9892480086329092,-2.20239574136966,-0.010716138612084822,False,15
2025-08-06 08:00:00+00:00,2025-08-06 08:16:00+00:00,562.14,561.92,Short,3.537542928366419,0.7782594442407087,1.9878161223076583,-1.2095566780669496,0.039136158252397496,False,15
